Parameter, Mean, SD, MC Error, Lower 95% HPD, Upper 95% HPD, q2.5, q25, q50, q75, q97.5
m__9, 0.00720540280813, 0.00176384119185, 8.22516025881e-05, 0.00393373226783, 0.0105489903493, 0.00389660608568, 0.00592486140798, 0.00719130293895, 0.00846317058832, 0.0105489903493
m__10, 0.00812656319753, 0.00164523618615, 8.06424017812e-05, 0.00492830158981, 0.0110522820847, 0.00502807903951, 0.00697315547494, 0.00810038814526, 0.00926663111039, 0.0112725341393
m__11, 0.00962093573793, 0.00146950305335, 7.54920387776e-05, 0.00668948622473, 0.0121600308735, 0.00689517934565, 0.00860940906794, 0.00958822670972, 0.0106670710298, 0.0124314582488
m__12, 0.0114927516967, 0.00129256638768, 6.86456928638e-05, 0.00904134233514, 0.0139436942647, 0.00906478520464, 0.010585026647, 0.0114688169933, 0.0124455765458, 0.014029670545
m__13, 0.0135660786735, 0.00117026463442, 6.17829159075e-05, 0.011300235449, 0.0157449496097, 0.011300235449, 0.0127746980247, 0.0135699278335, 0.0144036731718, 0.0157449496097
m__14, 0.0156848206003, 0.00113831681965, 5.62058289654e-05, 0.0134693635106, 0.0179165998137, 0.0133333320939, 0.0148898999528, 0.0156703725041, 0.0164562548122, 0.0178625984566
m__15, 0.017712717741, 0.00118823846962, 5.25376194124e-05, 0.0154028924377, 0.0202024089233, 0.0152559514817, 0.0169687615704, 0.0177571102044, 0.0185336718709, 0.0201201894658
m__16, 0.0195333466922, 0.00127671707394, 5.05408080548e-05, 0.0168175156996, 0.0218738991251, 0.0169721517827, 0.0186878037033, 0.0195771854372, 0.0203875852898, 0.0220744892609
m__17, 0.0210501203823, 0.00135823118694, 4.9345868229e-05, 0.0185084496827, 0.0237526678511, 0.0183192166818, 0.0201535761451, 0.0210684892232, 0.0219612975834, 0.0237262011626
m__18, 0.0221862880723, 0.00140178398585, 4.79760149946e-05, 0.0192166595537, 0.0246356178023, 0.0194298028659, 0.0212395995679, 0.0222022946569, 0.0231640403889, 0.0248766510685
m__19, 0.0228849353552, 0.00139180424842, 4.57820668284e-05, 0.0203281762735, 0.0257087944737, 0.0201678537205, 0.0219384515169, 0.0229282628371, 0.0238528598901, 0.0255880534704
m__20, 0.0231089841564, 0.00132585444801, 4.26619163701e-05, 0.0206231135887, 0.0257595476853, 0.0205665877485, 0.0222218081587, 0.0231076957434, 0.0240165221368, 0.0257446222862
m__21, 0.0228411927334, 0.00121396887237, 3.91768796271e-05, 0.0204018093919, 0.0251088706324, 0.0205574586184, 0.021996146084, 0.0228478247601, 0.0236532171333, 0.0253266656558
m__22, 0.0220841556761, 0.00108042198856, 3.65912239296e-05, 0.0200870588885, 0.0241819017209, 0.0200935695997, 0.0213343262523, 0.0220945949176, 0.0227937957903, 0.0242481327873
m__23, 0.0208603039065, 0.000966280784379, 3.64893281511e-05, 0.0190943439085, 0.0227547419758, 0.0190943439085, 0.0201496575187, 0.0208265876783, 0.0215286955212, 0.0227589702841
m__24, 0.019211904679, 0.000921924258755, 3.958864239e-05, 0.0174676036123, 0.0209736974855, 0.0175476929429, 0.0185285560737, 0.0191885954656, 0.0198458935228, 0.0210733973313
m__25, 0.01720106158, 0.000971966157488, 4.48848652208e-05, 0.0154497785926, 0.0191368949682, 0.015453505627, 0.0165331624115, 0.0171539590624, 0.0178432516315, 0.0191519423446
m__26, 0.0149097145285, 0.00108442635391, 5.03100341145e-05, 0.0127650797942, 0.0169655973963, 0.0128637198767, 0.0141887497674, 0.0148666744071, 0.0156742517631, 0.0171223318118
m__27, 0.0124396397754, 0.00119457036261, 5.36115800073e-05, 0.0102439187514, 0.0148848157987, 0.0101025547689, 0.0116168683083, 0.0123696633674, 0.0132311322327, 0.0148116788949
m__28, 0.00991244990396, 0.00123810783617, 5.26289758021e-05, 0.00768420639174, 0.0124985512374, 0.00751040824069, 0.00907086524156, 0.0098703446634, 0.0107062506749, 0.0123845571363
m__29, 0.00746959382978, 0.0011627819579, 4.54118601074e-05, 0.00530656860543, 0.0098460171952, 0.00519686233133, 0.00665248277689, 0.00748888488949, 0.00823473912036, 0.00978767397407
m__30, 0.0052723568006, 0.000947792308278, 3.12261118661e-05, 0.00350123091461, 0.00720986008568, 0.00350123091461, 0.00462492396312, 0.00529675531062, 0.00587944406494, 0.00720986008568
m__31, 0.00350186039644, 0.000743326175155, 2.26842921282e-05, 0.00204358158059, 0.00497479102682, 0.00194155157322, 0.00302554524689, 0.00352302158398, 0.00401795787727, 0.00490998814355
m__32, 0.00235906252954, 0.00117197658026, 5.52379661482e-05, -0.000106115254207, 0.00451330535642, -0.000151990783151, 0.00162085590478, 0.00237256093616, 0.00317577331078, 0.00449628408193
m__33, 0.0020647574444, 0.00235170471803, 0.000114535327153, -0.0024426874983, 0.00656344937186, -0.00280863500276, 0.000563286870452, 0.00211041279904, 0.0036977061109, 0.00639642539877
m__34, 0.00285957571776, 0.00410870305339, 0.000196138338816, -0.00587809492229, 0.0100714116168, -0.0056602379905, 0.00034160801054, 0.00306820021686, 0.00571865611034, 0.0104943792385
m__35, 0.0050039842586, 0.00645935726632, 0.000302400607991, -0.00918170086273, 0.0159102017569, -0.0085371081674, 0.000936364913049, 0.00532147090485, 0.00943475984721, 0.0170559048892
total_m, 0.32377099572, 0.0124508652795, 0.00059840545456, 0.3001255851, 0.347760690005, 0.301086107056, 0.315564766916, 0.323524285965, 0.331818100002, 0.349131376148
