Co_R0,Co_R0_std,Co_c1,Co_c2,Co_c_std1,Co_c_std2,Co_m1,Co_m2,Co_m_std1,Co_m_std2,Co_tau1,Co_tau2,Co_tau_std1,Co_tau_std2
2.612372660278226831e+05,1.261265425929474532e+03,5.133891351597067443e-01,4.981548033381910656e-01,4.838550123605293851e-02,1.823162049809929908e-01,3.357221749319488358e-01,6.175105192364988005e-01,4.794594042228373515e-02,2.305446383335912341e-01,1.330953799769414581e-01,2.551830164521918422e-06,1.966181852553703160e-02,1.566443764656646078e-06
