Co_R0,Co_R0_std,Co_c1,Co_c2,Co_c_std1,Co_c_std2,Co_m1,Co_m2,Co_m_std1,Co_m_std2,Co_tau1,Co_tau2,Co_tau_std1,Co_tau_std2
1.052845553653739044e+05,7.023571822062236834e+02,2.898361035869446711e-01,6.085631689078297990e-01,3.034781190125938888e-02,1.280080179667136657e-02,9.477675210032315833e-02,9.560434009197855687e-01,1.049234806974944784e-02,3.674592842927826286e-02,5.445009462815743051e-01,2.413591678771691644e-06,4.054208862286853843e-02,9.910929739844845049e-08
