De_R0,De_R0_std,De_a1,De_a2,De_a3,De_a4,De_a5,De_a_std1,De_a_std2,De_a_std3,De_a_std4,De_a_std5,De_m_1,De_m_2,De_m_3,De_m_4,De_m_5,De_m_6,De_m_7,De_m_8,De_m_9,De_m_10,De_m_11,De_m_12,De_m_13,De_m_14,De_m_15,De_m_16,De_m_17,De_m_18,De_m_19,De_m_20,De_m_21,De_m_22,De_m_23,De_m_24,De_m_25,De_m_26,De_m_27,De_m_28,De_m_29,De_m_30,De_m_31,De_m_32,De_m_33,De_m_34,De_m_35,De_m_36,De_m__std1,De_m__std2,De_m__std3,De_m__std4,De_m__std5,De_m__std6,De_m__std7,De_m__std8,De_m__std9,De_m__std10,De_m__std11,De_m__std12,De_m__std13,De_m__std14,De_m__std15,De_m__std16,De_m__std17,De_m__std18,De_m__std19,De_m__std20,De_m__std21,De_m__std22,De_m__std23,De_m__std24,De_m__std25,De_m__std26,De_m__std27,De_m__std28,De_m__std29,De_m__std30,De_m__std31,De_m__std32,De_m__std33,De_m__std34,De_m__std35,De_m__std36,De_mean_tau,De_mean_tau_std,De_total_m,De_total_m_std
1.038932471294249553e+05,3.505752181279204933e+02,3.426090881709227022e-03,-8.958823846642836874e-04,-6.289013148091005152e-04,3.165107686774415669e-04,1.667490602756143325e-04,1.083827367550950087e-04,1.298718891391234022e-04,1.193497295818743377e-04,9.274915297043860541e-05,1.628086253173913363e-05,5.683728652237874518e-02,4.675021906053305337e-02,3.809286389236236914e-02,3.072993918278952435e-02,2.453256626063145956e-02,1.937826961862232009e-02,1.515097691340733070e-02,1.174101896554900076e-02,9.045129759524806606e-03,6.966446443724337058e-03,5.414509330453343150e-03,4.305261895935931678e-03,3.561050780302518846e-03,3.110625787606190445e-03,2.889139885808825366e-03,2.838149206791274089e-03,2.905613046345701615e-03,3.045893864179651488e-03,3.219757283916466033e-03,3.394372093093834392e-03,3.543310243161788050e-03,3.646546849487897202e-03,3.690460191353603977e-03,3.667831711952100442e-03,3.577846018396255851e-03,3.426090881709227022e-03,3.224557236829762256e-03,2.991639182611319225e-03,2.752133981824724743e-03,2.537242061151280103e-03,2.384567011187937926e-03,2.338115586448303966e-03,2.448297705358837197e-03,2.771926450260108789e-03,3.372218067407981284e-03,4.318791966972819300e-03,1.588652587903042080e-03,1.162898711704187437e-03,8.225125708707521069e-04,5.586516514568422081e-04,3.646426922281859962e-04,2.373130435765554867e-04,1.746777456536535765e-04,1.600377233599789030e-04,1.615152324263612938e-04,1.592746024906945891e-04,1.480977805196587811e-04,1.289770961422396047e-04,1.049793304427363509e-04,7.995017595856827787e-05,5.845858867918561348e-05,4.588872030862121938e-05,4.467845443486518714e-05,4.936823936332213086e-05,5.348347515733349215e-05,5.457146149383705830e-05,5.350502895952590908e-05,5.381949444418682079e-05,5.999180737292300218e-05,7.333314955654305050e-05,9.092006438414576423e-05,1.083827367550950087e-04,1.215560206307431259e-04,1.271559607711575087e-04,1.245512800192652154e-04,1.217421699276260213e-04,1.454272215776197797e-04,2.245966240410515562e-04,3.645588773151650836e-04,5.658317403856467096e-04,8.334656353627253531e-04,1.175383199961206344e-03,9.114759639670608204e-02,1.274762901216260503e-03,6.232752220245765112e-02,8.284903119309093567e-04
