Parameter, Mean, SD, MC Error, Lower 95% HPD, Upper 95% HPD, q2.5, q25, q50, q75, q97.5
c_0, 0.378099958145, 0.0276233963775, 0.00214274718555, 0.334928144282, 0.438433359531, 0.316621744637, 0.362441226812, 0.376466483437, 0.399701712856, 0.4275243456
c_1, 0.575390543343, 0.0365003602733, 0.00307778286248, 0.522193040298, 0.653836504783, 0.521187224316, 0.5491804085, 0.56793175819, 0.597219852649, 0.653820584773
log_tau_0, -0.26719651127, 0.071980143696, 0.00538755545073, -0.41787315501, -0.145300657968, -0.409719042415, -0.318265104329, -0.265063381083, -0.219375553778, -0.123346114625
log_tau_1, -5.23667194708, 0.34424777813, 0.0308778017731, -5.79717446844, -4.64531204687, -5.77132489484, -5.54408128496, -5.23476156686, -4.99573220593, -4.61036041707
R0, 1.00858325923, 0.00352099906365, 0.00026914012378, 1.00137740537, 1.01534426737, 1.0024644733, 1.00612850231, 1.00832330138, 1.01069541573, 1.01758902775
m_0, 0.0726470814068, 0.0060563538198, 0.000454055957617, 0.0614315397496, 0.0834408623751, 0.0627701231166, 0.067907312768, 0.0725719129018, 0.0757727154126, 0.0873120017041
m_1, 0.613340115183, 0.202174375787, 0.0183312447649, 0.31772968273, 0.978538602745, 0.3033629749, 0.459798644897, 0.57790026851, 0.774445369679, 0.977746902034
