Parameter, Mean, SD, MC Error, Lower 95% HPD, Upper 95% HPD, q2.5, q25, q50, q75, q97.5
log_tau_0, -0.389694352937, 0.0469340529604, 0.00153013226397, -0.478900361354, -0.295380515162, -0.481944085657, -0.420752292749, -0.389695246029, -0.357956396944, -0.297258569949
log_tau_1, -4.90265255877, 0.279608130251, 0.00998783589081, -5.34932978086, -4.37931565511, -5.32763412049, -5.13581824182, -4.93170495251, -4.69272544122, -4.34596611938
c_0, 0.575763999956, 0.0267934260796, 0.000801321886719, 0.523392152261, 0.628857132256, 0.523776395816, 0.558082378551, 0.575441369922, 0.593622096591, 0.62983167244
c_1, 0.622607918295, 0.0432411540748, 0.00160546173459, 0.549650525473, 0.715137315184, 0.553181322018, 0.590881019025, 0.616420554476, 0.649364468029, 0.721568328658
m_0, 0.185374033166, 0.00812400318536, 0.000286115550677, 0.169151555609, 0.200613122528, 0.169773050669, 0.179848633039, 0.185316471169, 0.190841790013, 0.201666418806
m_1, 0.673000689088, 0.180817572849, 0.00630095007754, 0.37192157733, 0.986454631786, 0.364883158568, 0.525615896466, 0.668955805795, 0.82400412329, 0.981936985117
R0, 1.00915620227, 0.00430067152903, 0.000129832711329, 1.00037145149, 1.0172169232, 1.00086691654, 1.00628876682, 1.00910454206, 1.01196986263, 1.0178146856
