Co_R0,Co_R0_std,Co_c1,Co_c2,Co_c_std1,Co_c_std2,Co_m1,Co_m2,Co_m_std1,Co_m_std2,Co_tau1,Co_tau2,Co_tau_std1,Co_tau_std2
2.378006958859615843e+05,1.013423571181843499e+03,5.757639999559598376e-01,6.226079182945541968e-01,2.679342607962391376e-02,4.324115407481243789e-02,1.853740331660214957e-01,6.730006890876374381e-01,8.124003185356030304e-03,1.808175728489985479e-01,4.076670841450727445e-01,1.251259653886500720e-05,1.913346851747112221e-02,3.498623722821358240e-06
