Parameter, Mean, SD, MC Error, Lower 95% HPD, Upper 95% HPD, q2.5, q25, q50, q75, q97.5
m__17, 0.00846783265225, 0.000519629536704, 2.42317444308e-05, 0.00749860813447, 0.0094793746465, 0.00746818147424, 0.00810767659527, 0.00846030697732, 0.00880873912878, 0.00947434286089
m__18, 0.00979660852263, 0.000555045837001, 2.66895423658e-05, 0.00883062094629, 0.0109287245206, 0.00871549357391, 0.00940487027625, 0.00978901860632, 0.0101561257413, 0.0108461363876
m__19, 0.0110619802011, 0.000561257450924, 2.79061612999e-05, 0.0100569077098, 0.0121696220429, 0.00993589751004, 0.0106699021249, 0.0110526551801, 0.0114260570469, 0.0121272417338
m__20, 0.0121869357909, 0.0005394399916, 2.78679030198e-05, 0.0111545407965, 0.0132058911301, 0.011135401899, 0.0118281796423, 0.012182083161, 0.0125389597408, 0.0132058911301
m__21, 0.0131052754667, 0.000495444548537, 2.67584468561e-05, 0.0121528734854, 0.0140567770316, 0.0121145038985, 0.0127804077838, 0.0131230491425, 0.013409956888, 0.0140526597768
m__22, 0.0137616114744, 0.000440904337876, 2.49623765594e-05, 0.0128992365991, 0.0146075463098, 0.0128799186278, 0.0134555295207, 0.0137874128544, 0.0140457921377, 0.0146075463098
m__23, 0.0141113681316, 0.000394600384399, 2.30671764522e-05, 0.0133857457789, 0.0149085072155, 0.0133147582248, 0.0138343399619, 0.0141361282084, 0.01436840362, 0.0148830135819
m__24, 0.0141207818269, 0.000378960054575, 2.1776679984e-05, 0.0133679521588, 0.0148343300907, 0.0133679906594, 0.0138557806527, 0.0141257337635, 0.0143784698418, 0.014834634141
m__25, 0.0137669010208, 0.000403864589324, 2.16052513955e-05, 0.012929933924, 0.0145070922058, 0.012932930644, 0.0135121668962, 0.0137843664823, 0.01403018339, 0.0145323753768
m__26, 0.0130375862448, 0.000454188394233, 2.24699123103e-05, 0.012199443395, 0.0139138273144, 0.0121319790589, 0.0127384327329, 0.0130403101892, 0.0133466891648, 0.0138850750047
m__27, 0.0119315101021, 0.000502364279347, 2.36732364734e-05, 0.0109698496144, 0.0128575651623, 0.010977137414, 0.0115934255257, 0.0119247459917, 0.0122744257426, 0.012884685747
m__28, 0.0104581572671, 0.000523329158543, 2.43500972628e-05, 0.00948586065341, 0.0115043983314, 0.0094525782028, 0.010108912206, 0.0104521317435, 0.0108003229009, 0.0114880771932
m__29, 0.00863782448566, 0.00050166919827, 2.40502103376e-05, 0.0075867219301, 0.00957548980133, 0.00761046634539, 0.00832329900809, 0.00861994235487, 0.00899202520016, 0.00961483392507
m__30, 0.00650162057514, 0.000449519580221, 2.37163033708e-05, 0.00560745503208, 0.00735243712966, 0.00559316467403, 0.00621472919423, 0.00649405994406, 0.00681983417022, 0.00735040186085
m__31, 0.00409146642422, 0.000468400290362, 2.72993891333e-05, 0.00312854529429, 0.00493749313001, 0.00318847349042, 0.00375670288346, 0.00408140233297, 0.00440617587117, 0.005036239528
m__32, 0.00146009499303, 0.000733540841401, 4.0083910389e-05, 0.000139236135532, 0.00293525469697, 0.000139236135532, 0.000944949987316, 0.00142787830368, 0.00193811892321, 0.00297200845853
m__33, -0.00132894868692, 0.00127215499902, 6.38823234771e-05, -0.00366427830208, 0.00117534777422, -0.0037217501309, -0.00221409311109, -0.00136713562797, -0.000472775254463, 0.00115758804621
m__34, -0.00420130751268, 0.002064107867, 9.89437878002e-05, -0.00807885013501, -3.59969346318e-05, -0.00818482089177, -0.0057533958172, -0.00421518798539, -0.00279730597088, -9.37040055981e-05
m__35, -0.0070718123099, 0.00312288394682, 0.000146105808122, -0.0126207874054, -0.000441566781234, -0.0132858051641, -0.00940676309249, -0.00702783890175, -0.00497280357016, -0.000798762437979
total_m, 0.186224582068, 0.00408559146036, 0.000223389301275, 0.178734622395, 0.19379795537, 0.178396813555, 0.183322387619, 0.186250359112, 0.189087678121, 0.193726099759
log_mean_tau, -0.701928773289, 0.0260212947489, 0.00116896673113, -0.751031177546, -0.65175443343, -0.751442982666, -0.720467181397, -0.701211007035, -0.684915325827, -0.651855848339
