Parameter, Mean, SD, MC Error, Lower 95% HPD, Upper 95% HPD, q2.5, q25, q50, q75, q97.5
a_0, 0.0137669010208, 0.000403864589324, 2.16052513955e-05, 0.012929933924, 0.0145070922058, 0.012932930644, 0.0135121668962, 0.0137843664823, 0.01403018339, 0.0145323753768
a_1, -0.00270237776137, 0.000745708717635, 3.58604716426e-05, -0.00419147100511, -0.00132958666936, -0.00414708031787, -0.00318188197835, -0.0026917534687, -0.00221616869312, -0.00122011675577
a_2, -0.00470418719738, 0.000330725845894, 1.71057726523e-05, -0.00530959611849, -0.00408013457618, -0.00530727000483, -0.00492454877046, -0.00471912788427, -0.00448550536712, -0.00404464944832
a_3, -0.000140279846532, 0.000332985832729, 1.50196831842e-05, -0.000713642333759, 0.000594118558256, -0.000817001190935, -0.000371672000415, -0.000139982229529, 8.82089139063e-05, 0.000511471700915
a_4, 0.000281564359613, 6.08953165322e-05, 2.84679468813e-06, 0.00016524468626, 0.00040327005552, 0.000158650898621, 0.000240928945169, 0.000279461201036, 0.000323306095748, 0.000402726645941
R0, 0.991175424724, 0.0072439582762, 0.000379745924527, 0.977924092707, 1.00597461104, 0.977728065129, 0.986012772037, 0.990818497342, 0.996275779933, 1.00593830291
m__0, 0.103186815468, 0.00541537989799, 0.000274663956876, 0.0931470459334, 0.114037507964, 0.0925383981854, 0.0997046272874, 0.103088418342, 0.106671134201, 0.113802110777
m__1, 0.0833337451955, 0.00388400994524, 0.000197437569539, 0.0760970517053, 0.0910276702824, 0.0757422768776, 0.0808556400626, 0.0832125220557, 0.0858818842992, 0.090759157379
m__2, 0.0663807199022, 0.00267823237106, 0.000135790301111, 0.0612545828299, 0.0714547118208, 0.0612577805541, 0.064771190979, 0.0662604409928, 0.0682938726938, 0.071515462867
m__3, 0.0520669224774, 0.00176801287227, 8.81123219842e-05, 0.0486888756031, 0.0555595819782, 0.0485822051071, 0.050973220954, 0.0519728618813, 0.053287432929, 0.0554799973381
m__4, 0.0401423478817, 0.00113540144794, 5.32906305476e-05, 0.0381270850949, 0.0425653598359, 0.0378150646705, 0.0394075217212, 0.0401351560664, 0.0409187121703, 0.0423899963933
m__5, 0.0303678031472, 0.000775791060183, 3.14146570144e-05, 0.0288767917103, 0.0318672051216, 0.0288871779147, 0.0298236056119, 0.0303440275617, 0.0309312868952, 0.0319075384004
m__6, 0.0225149073774, 0.000653295493855, 2.36494876363e-05, 0.0212148647021, 0.0237322689401, 0.0212575265266, 0.0220368970017, 0.0224909944379, 0.0229449291623, 0.0238349022899
m__7, 0.0163660917471, 0.000645337349114, 2.51012593556e-05, 0.0152204912582, 0.0177157069773, 0.0151358243861, 0.0159253496221, 0.016341017668, 0.0168094308959, 0.0176602058122
m__8, 0.0117145995026, 0.000640757791217, 2.73138528424e-05, 0.0105129818122, 0.0130184377242, 0.0105022510317, 0.0112688945105, 0.0117121742565, 0.012140313441, 0.0130184377242
m__9, 0.00836448596173, 0.000600121348255, 2.72892753485e-05, 0.00725845129345, 0.00957784064747, 0.00724619683004, 0.00796510489009, 0.00835454843416, 0.00876737937315, 0.00957745520545
m__10, 0.00613061851351, 0.000523072501093, 2.49398641509e-05, 0.00513096750641, 0.0071579535764, 0.00513096750641, 0.00578518471034, 0.0061367466441, 0.00647958370586, 0.0071579535764
m__11, 0.00483867661847, 0.000425166416928, 2.10228101353e-05, 0.00399210793582, 0.00560868556396, 0.00399956903356, 0.00456505619418, 0.00484417950769, 0.00513634725475, 0.00563099705161
m__12, 0.00432515180857, 0.000333152081445, 1.67240131949e-05, 0.00363557398163, 0.00493513172761, 0.00365291459989, 0.00411243240257, 0.00434593306405, 0.00453617139572, 0.00496446325892
m__13, 0.00443734768713, 0.000286515649449, 1.37878322778e-05, 0.0038707950681, 0.00500821368022, 0.00384813472337, 0.00425578829455, 0.00443908731271, 0.00462799759123, 0.00499004180147
m__14, 0.00503337992891, 0.00031150505462, 1.39863267386e-05, 0.00441839492952, 0.0056480518704, 0.00440380598687, 0.00482155058894, 0.00502961770922, 0.00523430558899, 0.0056480518704
m__15, 0.00598217628008, 0.000381854596536, 1.69392036282e-05, 0.00515337458262, 0.00665261736044, 0.00522881390949, 0.005713783148, 0.00598410215977, 0.00624338634158, 0.00675610576967
m__16, 0.0071634765582, 0.000458545003173, 2.07788368171e-05, 0.00628576691881, 0.0080575601738, 0.00629011494128, 0.0068432537192, 0.00716767133736, 0.00747503513541, 0.00806660884971
