Co_R0,Co_R0_std,Co_c1,Co_c2,Co_c_std1,Co_c_std2,Co_m1,Co_m2,Co_m_std1,Co_m_std2,Co_tau1,Co_tau2,Co_tau_std1,Co_tau_std2
9.618713591909183015e+04,1.901446408098575489e+02,4.739423926813249310e-01,5.634342414224962070e-01,1.673417650188742736e-02,3.068661163589976246e-02,1.317932066969991767e-01,7.531714035768926063e-01,5.260392205789790609e-03,1.635898513895450712e-01,2.407069414999888357e-01,3.397096090066670443e-06,1.095999085536725377e-02,8.368535588270238803e-07
