Sample_ID,Z_max,Input_c_exponent,DD_tau0,DD_tau1,DD_tau2,DD_tau3,DD_tau4,DD_tau5,DD_tau6,DD_tau7,DD_tau8,DD_tau9,DD_tau10,DD_tau11,DD_tau12,DD_tau13,DD_tau14,DD_tau15,DD_tau16,DD_tau17,DD_tau18,DD_tau19,DD_tau20,DD_tau21,DD_tau22,DD_tau23,DD_tau24,DD_tau25,DD_tau26,DD_tau27,DD_tau28,DD_tau29,DD_tau30,DD_tau31,DD_tau32,DD_tau33,DD_tau34,DD_tau35,DD_tau36,DD_tau37,DD_tau38,DD_tau39,DD_tau40,DD_tau41,DD_tau42,DD_tau43,DD_tau44,DD_tau45,DD_tau46,DD_tau47,DD_tau48,DD_tau49,DD_NRMSE_i,DD_NRMSE_i_std,DD_NRMSE_r,DD_NRMSE_r_std,DD_R0,DD_R0_std,DD_U_tau,DD_U_tau_std,DD_a_0,DD_a_0_std,DD_a_1,DD_a_1_std,DD_a_2,DD_a_2_std,DD_a_3,DD_a_3_std,DD_a_4,DD_a_4_std,DD_half_tau,DD_half_tau_std,DD_m_i_0,DD_m_i_0_std,DD_m_i_1,DD_m_i_1_std,DD_m_i_2,DD_m_i_2_std,DD_m_i_3,DD_m_i_3_std,DD_m_i_4,DD_m_i_4_std,DD_m_i_5,DD_m_i_5_std,DD_m_i_6,DD_m_i_6_std,DD_m_i_7,DD_m_i_7_std,DD_m_i_8,DD_m_i_8_std,DD_m_i_9,DD_m_i_9_std,DD_m_i_10,DD_m_i_10_std,DD_m_i_11,DD_m_i_11_std,DD_m_i_12,DD_m_i_12_std,DD_m_i_13,DD_m_i_13_std,DD_m_i_14,DD_m_i_14_std,DD_m_i_15,DD_m_i_15_std,DD_m_i_16,DD_m_i_16_std,DD_m_i_17,DD_m_i_17_std,DD_m_i_18,DD_m_i_18_std,DD_m_i_19,DD_m_i_19_std,DD_m_i_20,DD_m_i_20_std,DD_m_i_21,DD_m_i_21_std,DD_m_i_22,DD_m_i_22_std,DD_m_i_23,DD_m_i_23_std,DD_m_i_24,DD_m_i_24_std,DD_m_i_25,DD_m_i_25_std,DD_m_i_26,DD_m_i_26_std,DD_m_i_27,DD_m_i_27_std,DD_m_i_28,DD_m_i_28_std,DD_m_i_29,DD_m_i_29_std,DD_m_i_30,DD_m_i_30_std,DD_m_i_31,DD_m_i_31_std,DD_m_i_32,DD_m_i_32_std,DD_m_i_33,DD_m_i_33_std,DD_m_i_34,DD_m_i_34_std,DD_m_i_35,DD_m_i_35_std,DD_m_i_36,DD_m_i_36_std,DD_m_i_37,DD_m_i_37_std,DD_m_i_38,DD_m_i_38_std,DD_m_i_39,DD_m_i_39_std,DD_m_i_40,DD_m_i_40_std,DD_m_i_41,DD_m_i_41_std,DD_m_i_42,DD_m_i_42_std,DD_m_i_43,DD_m_i_43_std,DD_m_i_44,DD_m_i_44_std,DD_m_i_45,DD_m_i_45_std,DD_m_i_46,DD_m_i_46_std,DD_m_i_47,DD_m_i_47_std,DD_m_i_48,DD_m_i_48_std,DD_m_i_49,DD_m_i_49_std,DD_mean_tau,DD_mean_tau_std,DD_total_m,DD_total_m_std,DD_peak_tau_1,DD_peak_tau_1_std,DD_peak_m_1,DD_peak_m_1_std
AVG_SIP-MLA12-K389005_stable,44028.74,1.0,1e-07,1.5264179671752333e-07,2.3299518105153721e-07,3.5564803062231287e-07,5.428675439323859e-07,8.286427728546841e-07,1.2648552168552959e-06,1.9306977288832498e-06,2.947051702551809e-06,4.498432668969443e-06,6.8664884500429976e-06,1.0481131341546873e-05,1.5998587196060572e-05,2.4420530945486544e-05,3.7275937203149375e-05,5.689866029018305e-05,8.68511373751352e-05,0.00013257113655901095,0.00020235896477251573,0.0003088843596477481,0.00047148663634573947,0.0007196856730011521,0.0010985411419875593,0.00167683293681101,0.002559547922699539,0.003906939937054621,0.005963623316594648,0.009102981779915227,0.01389495494373139,0.02120950887920192,0.03237457542817647,0.04941713361323837,0.07543120063354622,0.1151395399326448,0.1757510624854793,0.26826957952797276,0.4094915062380428,0.6250551925273976,0.9540954763499944,1.4563484775012443,2.2229964825261956,3.393221771895329,5.1794746792312125,7.906043210907701,12.067926406393314,18.420699693267164,28.117686979742366,42.919342601287774,65.51285568595523,100.0,0.01177326993813509,0.003110787733100995,0.020560120586236515,0.005478157830822885,44041.30974054276,207.55187517555436,8.199276085679946,0.2573088580069715,0.0001931490980091644,1.3989968950362887e-05,0.0006228781882404088,9.291536495996065e-05,-0.0008292868454704702,0.00014142286660102083,-0.0026070854662402876,0.00016966962181488412,0.0038212115383828515,0.0001650499347568534,4.968490797810847e-06,7.295422264751267e-08,0.23153952012755535,0.008848348691487666,0.20275429207625278,0.007529814685786763,0.1766871637470129,0.006358446031314395,0.1531681392587446,0.005323771200054089,0.1320324985463939,0.0044157557380764155,0.11312079736094448,0.0036248250614154,0.09627886726941753,0.002941898152739588,0.08135781565487177,0.0023584371381609372,0.0682140257164033,0.0018665180164567216,0.05670915646914626,0.0014589221583146512,0.046710142744271675,0.0011292203516550666,0.03808919518898839,0.0008717276177870408,0.030723800266542693,0.0006809817229612905,0.0244967202562185,0.0005501728703013273,0.01929599325333719,0.0004686961918956564,0.015014933169257574,0.0004214582133204877,0.011552129731376141,0.0003924089750961813,0.008811448483126738,0.00036919562168630216,0.00670203078398087,0.00034472770021374676,0.005138293809447489,0.00031611841468418206,0.0040399305510730845,0.000283107370897743,0.003331909816441668,0.0002469001665672517,0.002944476229174783,0.00020949177987175584,0.0028131502289314722,0.00017333207028235445,0.002878728071408309,0.00014118980675456304,0.003087281828339392,0.00011598838152574412,0.003390159387496329,0.00010007674774491031,0.0037439844526882655,9.355575283704446e-05,0.004110656543761842,9.342919171762426e-05,0.004457350996601251,9.55715368542624e-05,0.004756518963128189,9.70922456168948e-05,0.004985887411301859,9.701982757701594e-05,0.005128459125119017,9.612541919089352e-05,0.005172512704613906,9.655521950496733e-05,0.00511160256585832,0.00010099545023263392,0.004944558940961546,0.00011113875319638161,0.004675487878070424,0.00012651968323992025,0.004313771241369281,0.0001448614105183658,0.003874066711079982,0.00016315315372671078,0.003376307783461911,0.00017842345696317206,0.0028457037708119696,0.00018827177354183868,0.002312739801464588,0.00019172162056635826,0.001813176819791707,0.00019121784461550537,0.001388051586202793,0.00019662379539948558,0.0010836766771448317,0.00022794475721334923,0.0009516404851023322,0.00030553329646379083,0.0010488072185973216,0.0004375481178333103,0.0014373169021893468,0.0006255738294826885,0.00218458537647548,0.0008720876098812691,0.003363304298090301,0.0011816185302481695,2.172444154756783e-05,1.1423236230225737e-07,0.5985910262055378,0.011184108353176856,,,,
