R0, m1, m2, log_tau1, log_tau2, c1, c2
1.003595057084302189e+00,1.235807891097173150e-01,9.207140201433726689e-01,-7.019347906699929807e-01,-5.643890441259023838e+00,5.542544901583994488e-01,4.696119937735439009e-01
1.003595057084302189e+00,1.235807891097173150e-01,9.207140201433726689e-01,-7.019347906699929807e-01,-5.643890441259023838e+00,5.542544901583994488e-01,4.696119937735439009e-01
1.003595057084302189e+00,1.235807891097173150e-01,9.207140201433726689e-01,-7.019347906699929807e-01,-5.643890441259023838e+00,5.542544901583994488e-01,4.696119937735439009e-01
1.003595057084302189e+00,1.235807891097173150e-01,9.207140201433726689e-01,-7.019347906699929807e-01,-5.643890441259023838e+00,5.542544901583994488e-01,4.696119937735439009e-01
1.003595057084302189e+00,1.235807891097173150e-01,9.207140201433726689e-01,-7.019347906699929807e-01,-5.643890441259023838e+00,5.542544901583994488e-01,4.696119937735439009e-01
1.003595057084302189e+00,1.235807891097173150e-01,9.207140201433726689e-01,-7.019347906699929807e-01,-5.643890441259023838e+00,5.542544901583994488e-01,4.696119937735439009e-01
1.003595057084302189e+00,1.235807891097173150e-01,9.207140201433726689e-01,-7.019347906699929807e-01,-5.643890441259023838e+00,5.542544901583994488e-01,4.696119937735439009e-01
1.003595057084302189e+00,1.235807891097173150e-01,9.207140201433726689e-01,-7.019347906699929807e-01,-5.643890441259023838e+00,5.542544901583994488e-01,4.696119937735439009e-01
1.003595057084302189e+00,1.235807891097173150e-01,9.207140201433726689e-01,-7.019347906699929807e-01,-5.643890441259023838e+00,5.542544901583994488e-01,4.696119937735439009e-01
1.003595057084302189e+00,1.235807891097173150e-01,9.207140201433726689e-01,-7.019347906699929807e-01,-5.643890441259023838e+00,5.542544901583994488e-01,4.696119937735439009e-01
1.003595057084302189e+00,1.235807891097173150e-01,9.207140201433726689e-01,-7.019347906699929807e-01,-5.643890441259023838e+00,5.542544901583994488e-01,4.696119937735439009e-01
1.003595057084302189e+00,1.235807891097173150e-01,9.207140201433726689e-01,-7.019347906699929807e-01,-5.643890441259023838e+00,5.542544901583994488e-01,4.696119937735439009e-01
1.003595057084302189e+00,1.235807891097173150e-01,9.207140201433726689e-01,-7.019347906699929807e-01,-5.643890441259023838e+00,5.542544901583994488e-01,4.696119937735439009e-01
1.003595057084302189e+00,1.235807891097173150e-01,9.207140201433726689e-01,-7.019347906699929807e-01,-5.643890441259023838e+00,5.542544901583994488e-01,4.696119937735439009e-01
1.003595057084302189e+00,1.235807891097173150e-01,9.207140201433726689e-01,-7.019347906699929807e-01,-5.643890441259023838e+00,5.542544901583994488e-01,4.696119937735439009e-01
1.003595057084302189e+00,1.235807891097173150e-01,9.207140201433726689e-01,-7.019347906699929807e-01,-5.643890441259023838e+00,5.542544901583994488e-01,4.696119937735439009e-01
1.003595057084302189e+00,1.235807891097173150e-01,9.207140201433726689e-01,-7.019347906699929807e-01,-5.643890441259023838e+00,5.542544901583994488e-01,4.696119937735439009e-01
1.003595057084302189e+00,1.235807891097173150e-01,9.207140201433726689e-01,-7.019347906699929807e-01,-5.643890441259023838e+00,5.542544901583994488e-01,4.696119937735439009e-01
1.003595057084302189e+00,1.235807891097173150e-01,9.207140201433726689e-01,-7.019347906699929807e-01,-5.643890441259023838e+00,5.542544901583994488e-01,4.696119937735439009e-01
1.003595057084302189e+00,1.235807891097173150e-01,9.207140201433726689e-01,-7.019347906699929807e-01,-5.643890441259023838e+00,5.542544901583994488e-01,4.696119937735439009e-01
1.003595057084302189e+00,1.235807891097173150e-01,9.207140201433726689e-01,-7.019347906699929807e-01,-5.643890441259023838e+00,5.542544901583994488e-01,4.696119937735439009e-01
1.003595057084302189e+00,1.235807891097173150e-01,9.207140201433726689e-01,-7.019347906699929807e-01,-5.643890441259023838e+00,5.542544901583994488e-01,4.696119937735439009e-01
1.003595057084302189e+00,1.235807891097173150e-01,9.207140201433726689e-01,-7.019347906699929807e-01,-5.643890441259023838e+00,5.542544901583994488e-01,4.696119937735439009e-01
1.003595057084302189e+00,1.235807891097173150e-01,9.207140201433726689e-01,-7.019347906699929807e-01,-5.643890441259023838e+00,5.542544901583994488e-01,4.696119937735439009e-01
1.003595057084302189e+00,1.235807891097173150e-01,9.207140201433726689e-01,-7.019347906699929807e-01,-5.643890441259023838e+00,5.542544901583994488e-01,4.696119937735439009e-01
1.003595057084302189e+00,1.235807891097173150e-01,9.207140201433726689e-01,-7.019347906699929807e-01,-5.643890441259023838e+00,5.542544901583994488e-01,4.696119937735439009e-01
1.003595057084302189e+00,1.235807891097173150e-01,9.207140201433726689e-01,-7.019347906699929807e-01,-5.643890441259023838e+00,5.542544901583994488e-01,4.696119937735439009e-01
1.003595057084302189e+00,1.235807891097173150e-01,9.207140201433726689e-01,-7.019347906699929807e-01,-5.643890441259023838e+00,5.542544901583994488e-01,4.696119937735439009e-01
1.003595057084302189e+00,1.235807891097173150e-01,9.207140201433726689e-01,-7.019347906699929807e-01,-5.643890441259023838e+00,5.542544901583994488e-01,4.696119937735439009e-01
1.003595057084302189e+00,1.235807891097173150e-01,9.207140201433726689e-01,-7.019347906699929807e-01,-5.643890441259023838e+00,5.542544901583994488e-01,4.696119937735439009e-01
1.003595057084302189e+00,1.235807891097173150e-01,9.207140201433726689e-01,-7.019347906699929807e-01,-5.643890441259023838e+00,5.542544901583994488e-01,4.696119937735439009e-01
1.003595057084302189e+00,1.235807891097173150e-01,9.207140201433726689e-01,-7.019347906699929807e-01,-5.643890441259023838e+00,5.542544901583994488e-01,4.696119937735439009e-01
1.003595057084302189e+00,1.235807891097173150e-01,9.207140201433726689e-01,-7.019347906699929807e-01,-5.643890441259023838e+00,5.542544901583994488e-01,4.696119937735439009e-01
1.003595057084302189e+00,1.235807891097173150e-01,9.207140201433726689e-01,-7.019347906699929807e-01,-5.643890441259023838e+00,5.542544901583994488e-01,4.696119937735439009e-01
1.003595057084302189e+00,1.235807891097173150e-01,9.207140201433726689e-01,-7.019347906699929807e-01,-5.643890441259023838e+00,5.542544901583994488e-01,4.696119937735439009e-01
1.003595057084302189e+00,1.235807891097173150e-01,9.207140201433726689e-01,-7.019347906699929807e-01,-5.643890441259023838e+00,5.542544901583994488e-01,4.696119937735439009e-01
1.002276877700363666e+00,1.240025247679605730e-01,9.884095359704119232e-01,-6.857183361806751254e-01,-5.724869696229111682e+00,5.496227280283694228e-01,4.722129740952387134e-01
1.002276877700363666e+00,1.240025247679605730e-01,9.884095359704119232e-01,-6.857183361806751254e-01,-5.724869696229111682e+00,5.496227280283694228e-01,4.722129740952387134e-01
1.002276877700363666e+00,1.240025247679605730e-01,9.884095359704119232e-01,-6.857183361806751254e-01,-5.724869696229111682e+00,5.496227280283694228e-01,4.722129740952387134e-01
1.002276877700363666e+00,1.240025247679605730e-01,9.884095359704119232e-01,-6.857183361806751254e-01,-5.724869696229111682e+00,5.496227280283694228e-01,4.722129740952387134e-01
1.003582072400172276e+00,1.256855700938112053e-01,9.325124488920240040e-01,-7.141120726429717180e-01,-5.602697533226733917e+00,5.438647442982016411e-01,4.863424917206198295e-01
1.003582072400172276e+00,1.256855700938112053e-01,9.325124488920240040e-01,-7.141120726429717180e-01,-5.602697533226733917e+00,5.438647442982016411e-01,4.863424917206198295e-01
1.003582072400172276e+00,1.256855700938112053e-01,9.325124488920240040e-01,-7.141120726429717180e-01,-5.602697533226733917e+00,5.438647442982016411e-01,4.863424917206198295e-01
1.003582072400172276e+00,1.256855700938112053e-01,9.325124488920240040e-01,-7.141120726429717180e-01,-5.602697533226733917e+00,5.438647442982016411e-01,4.863424917206198295e-01
1.003582072400172276e+00,1.256855700938112053e-01,9.325124488920240040e-01,-7.141120726429717180e-01,-5.602697533226733917e+00,5.438647442982016411e-01,4.863424917206198295e-01
1.003276520235262703e+00,1.250524844288436466e-01,9.764795786870940075e-01,-6.920823619303257956e-01,-5.661708098201826189e+00,5.497010919973959187e-01,4.832138677707704666e-01
1.003276520235262703e+00,1.250524844288436466e-01,9.764795786870940075e-01,-6.920823619303257956e-01,-5.661708098201826189e+00,5.497010919973959187e-01,4.832138677707704666e-01
1.003276520235262703e+00,1.250524844288436466e-01,9.764795786870940075e-01,-6.920823619303257956e-01,-5.661708098201826189e+00,5.497010919973959187e-01,4.832138677707704666e-01
1.003276520235262703e+00,1.250524844288436466e-01,9.764795786870940075e-01,-6.920823619303257956e-01,-5.661708098201826189e+00,5.497010919973959187e-01,4.832138677707704666e-01
1.003276520235262703e+00,1.250524844288436466e-01,9.764795786870940075e-01,-6.920823619303257956e-01,-5.661708098201826189e+00,5.497010919973959187e-01,4.832138677707704666e-01
1.003276520235262703e+00,1.250524844288436466e-01,9.764795786870940075e-01,-6.920823619303257956e-01,-5.661708098201826189e+00,5.497010919973959187e-01,4.832138677707704666e-01
1.003276520235262703e+00,1.250524844288436466e-01,9.764795786870940075e-01,-6.920823619303257956e-01,-5.661708098201826189e+00,5.497010919973959187e-01,4.832138677707704666e-01
1.003276520235262703e+00,1.250524844288436466e-01,9.764795786870940075e-01,-6.920823619303257956e-01,-5.661708098201826189e+00,5.497010919973959187e-01,4.832138677707704666e-01
1.003276520235262703e+00,1.250524844288436466e-01,9.764795786870940075e-01,-6.920823619303257956e-01,-5.661708098201826189e+00,5.497010919973959187e-01,4.832138677707704666e-01
1.003276520235262703e+00,1.250524844288436466e-01,9.764795786870940075e-01,-6.920823619303257956e-01,-5.661708098201826189e+00,5.497010919973959187e-01,4.832138677707704666e-01
1.003276520235262703e+00,1.250524844288436466e-01,9.764795786870940075e-01,-6.920823619303257956e-01,-5.661708098201826189e+00,5.497010919973959187e-01,4.832138677707704666e-01
1.003276520235262703e+00,1.250524844288436466e-01,9.764795786870940075e-01,-6.920823619303257956e-01,-5.661708098201826189e+00,5.497010919973959187e-01,4.832138677707704666e-01
1.003276520235262703e+00,1.250524844288436466e-01,9.764795786870940075e-01,-6.920823619303257956e-01,-5.661708098201826189e+00,5.497010919973959187e-01,4.832138677707704666e-01
1.003276520235262703e+00,1.250524844288436466e-01,9.764795786870940075e-01,-6.920823619303257956e-01,-5.661708098201826189e+00,5.497010919973959187e-01,4.832138677707704666e-01
1.003276520235262703e+00,1.250524844288436466e-01,9.764795786870940075e-01,-6.920823619303257956e-01,-5.661708098201826189e+00,5.497010919973959187e-01,4.832138677707704666e-01
1.003846856113467245e+00,1.255168886396472172e-01,9.464226502666566176e-01,-7.176432229349175573e-01,-5.619430308028502630e+00,5.461750982901024676e-01,4.874858530426554593e-01
1.003846856113467245e+00,1.255168886396472172e-01,9.464226502666566176e-01,-7.176432229349175573e-01,-5.619430308028502630e+00,5.461750982901024676e-01,4.874858530426554593e-01
1.003846856113467245e+00,1.255168886396472172e-01,9.464226502666566176e-01,-7.176432229349175573e-01,-5.619430308028502630e+00,5.461750982901024676e-01,4.874858530426554593e-01
1.004053255448314141e+00,1.271787890167027091e-01,9.515889241299511081e-01,-7.313525633827365757e-01,-5.636224062004938418e+00,5.433985312062350470e-01,4.891159394435409258e-01
1.004053255448314141e+00,1.271787890167027091e-01,9.515889241299511081e-01,-7.313525633827365757e-01,-5.636224062004938418e+00,5.433985312062350470e-01,4.891159394435409258e-01
1.004053255448314141e+00,1.271787890167027091e-01,9.515889241299511081e-01,-7.313525633827365757e-01,-5.636224062004938418e+00,5.433985312062350470e-01,4.891159394435409258e-01
1.004053255448314141e+00,1.271787890167027091e-01,9.515889241299511081e-01,-7.313525633827365757e-01,-5.636224062004938418e+00,5.433985312062350470e-01,4.891159394435409258e-01
1.004053255448314141e+00,1.271787890167027091e-01,9.515889241299511081e-01,-7.313525633827365757e-01,-5.636224062004938418e+00,5.433985312062350470e-01,4.891159394435409258e-01
1.004053255448314141e+00,1.271787890167027091e-01,9.515889241299511081e-01,-7.313525633827365757e-01,-5.636224062004938418e+00,5.433985312062350470e-01,4.891159394435409258e-01
1.004053255448314141e+00,1.271787890167027091e-01,9.515889241299511081e-01,-7.313525633827365757e-01,-5.636224062004938418e+00,5.433985312062350470e-01,4.891159394435409258e-01
1.005430434108548488e+00,1.271088824086862579e-01,9.626042453223343509e-01,-7.220664260300821979e-01,-5.670132198007275193e+00,5.415531982790283694e-01,4.891304096737178475e-01
1.008245622820176157e+00,1.306353985668944062e-01,8.324090452940533513e-01,-7.458878273139549764e-01,-5.467831453465536562e+00,5.273631421566591371e-01,5.073214240228320904e-01
1.008245622820176157e+00,1.306353985668944062e-01,8.324090452940533513e-01,-7.458878273139549764e-01,-5.467831453465536562e+00,5.273631421566591371e-01,5.073214240228320904e-01
1.008245622820176157e+00,1.306353985668944062e-01,8.324090452940533513e-01,-7.458878273139549764e-01,-5.467831453465536562e+00,5.273631421566591371e-01,5.073214240228320904e-01
1.008245622820176157e+00,1.306353985668944062e-01,8.324090452940533513e-01,-7.458878273139549764e-01,-5.467831453465536562e+00,5.273631421566591371e-01,5.073214240228320904e-01
1.008245622820176157e+00,1.306353985668944062e-01,8.324090452940533513e-01,-7.458878273139549764e-01,-5.467831453465536562e+00,5.273631421566591371e-01,5.073214240228320904e-01
1.008245622820176157e+00,1.306353985668944062e-01,8.324090452940533513e-01,-7.458878273139549764e-01,-5.467831453465536562e+00,5.273631421566591371e-01,5.073214240228320904e-01
1.008245622820176157e+00,1.306353985668944062e-01,8.324090452940533513e-01,-7.458878273139549764e-01,-5.467831453465536562e+00,5.273631421566591371e-01,5.073214240228320904e-01
1.008245622820176157e+00,1.306353985668944062e-01,8.324090452940533513e-01,-7.458878273139549764e-01,-5.467831453465536562e+00,5.273631421566591371e-01,5.073214240228320904e-01
1.008478509811174373e+00,1.290345334067159733e-01,7.023540051013443808e-01,-7.384382471428045935e-01,-5.269457512582334857e+00,5.393954184998783763e-01,5.172769021089437258e-01
1.008478509811174373e+00,1.290345334067159733e-01,7.023540051013443808e-01,-7.384382471428045935e-01,-5.269457512582334857e+00,5.393954184998783763e-01,5.172769021089437258e-01
1.008478509811174373e+00,1.290345334067159733e-01,7.023540051013443808e-01,-7.384382471428045935e-01,-5.269457512582334857e+00,5.393954184998783763e-01,5.172769021089437258e-01
1.008478509811174373e+00,1.290345334067159733e-01,7.023540051013443808e-01,-7.384382471428045935e-01,-5.269457512582334857e+00,5.393954184998783763e-01,5.172769021089437258e-01
1.008478509811174373e+00,1.290345334067159733e-01,7.023540051013443808e-01,-7.384382471428045935e-01,-5.269457512582334857e+00,5.393954184998783763e-01,5.172769021089437258e-01
1.008478509811174373e+00,1.290345334067159733e-01,7.023540051013443808e-01,-7.384382471428045935e-01,-5.269457512582334857e+00,5.393954184998783763e-01,5.172769021089437258e-01
1.008478509811174373e+00,1.290345334067159733e-01,7.023540051013443808e-01,-7.384382471428045935e-01,-5.269457512582334857e+00,5.393954184998783763e-01,5.172769021089437258e-01
1.008478509811174373e+00,1.290345334067159733e-01,7.023540051013443808e-01,-7.384382471428045935e-01,-5.269457512582334857e+00,5.393954184998783763e-01,5.172769021089437258e-01
1.008478509811174373e+00,1.290345334067159733e-01,7.023540051013443808e-01,-7.384382471428045935e-01,-5.269457512582334857e+00,5.393954184998783763e-01,5.172769021089437258e-01
1.008478509811174373e+00,1.290345334067159733e-01,7.023540051013443808e-01,-7.384382471428045935e-01,-5.269457512582334857e+00,5.393954184998783763e-01,5.172769021089437258e-01
1.007844179373895033e+00,1.238188770980366699e-01,9.025321111754368575e-01,-7.102071312380766610e-01,-5.617348557607538595e+00,5.536337693879384014e-01,4.775656224664565630e-01
1.007844179373895033e+00,1.238188770980366699e-01,9.025321111754368575e-01,-7.102071312380766610e-01,-5.617348557607538595e+00,5.536337693879384014e-01,4.775656224664565630e-01
1.007844179373895033e+00,1.238188770980366699e-01,9.025321111754368575e-01,-7.102071312380766610e-01,-5.617348557607538595e+00,5.536337693879384014e-01,4.775656224664565630e-01
1.007844179373895033e+00,1.238188770980366699e-01,9.025321111754368575e-01,-7.102071312380766610e-01,-5.617348557607538595e+00,5.536337693879384014e-01,4.775656224664565630e-01
1.007844179373895033e+00,1.238188770980366699e-01,9.025321111754368575e-01,-7.102071312380766610e-01,-5.617348557607538595e+00,5.536337693879384014e-01,4.775656224664565630e-01
1.007844179373895033e+00,1.238188770980366699e-01,9.025321111754368575e-01,-7.102071312380766610e-01,-5.617348557607538595e+00,5.536337693879384014e-01,4.775656224664565630e-01
1.007844179373895033e+00,1.238188770980366699e-01,9.025321111754368575e-01,-7.102071312380766610e-01,-5.617348557607538595e+00,5.536337693879384014e-01,4.775656224664565630e-01
1.007844179373895033e+00,1.238188770980366699e-01,9.025321111754368575e-01,-7.102071312380766610e-01,-5.617348557607538595e+00,5.536337693879384014e-01,4.775656224664565630e-01
1.005712120487379568e+00,1.234894150036814631e-01,9.510640157965480901e-01,-6.751472906962164844e-01,-5.654338665207721881e+00,5.554392556777165701e-01,4.751948215968442302e-01
1.005712120487379568e+00,1.234894150036814631e-01,9.510640157965480901e-01,-6.751472906962164844e-01,-5.654338665207721881e+00,5.554392556777165701e-01,4.751948215968442302e-01
1.005712120487379568e+00,1.234894150036814631e-01,9.510640157965480901e-01,-6.751472906962164844e-01,-5.654338665207721881e+00,5.554392556777165701e-01,4.751948215968442302e-01
1.005712120487379568e+00,1.234894150036814631e-01,9.510640157965480901e-01,-6.751472906962164844e-01,-5.654338665207721881e+00,5.554392556777165701e-01,4.751948215968442302e-01
1.005712120487379568e+00,1.234894150036814631e-01,9.510640157965480901e-01,-6.751472906962164844e-01,-5.654338665207721881e+00,5.554392556777165701e-01,4.751948215968442302e-01
1.005712120487379568e+00,1.234894150036814631e-01,9.510640157965480901e-01,-6.751472906962164844e-01,-5.654338665207721881e+00,5.554392556777165701e-01,4.751948215968442302e-01
1.005712120487379568e+00,1.234894150036814631e-01,9.510640157965480901e-01,-6.751472906962164844e-01,-5.654338665207721881e+00,5.554392556777165701e-01,4.751948215968442302e-01
1.005712120487379568e+00,1.234894150036814631e-01,9.510640157965480901e-01,-6.751472906962164844e-01,-5.654338665207721881e+00,5.554392556777165701e-01,4.751948215968442302e-01
1.005712120487379568e+00,1.234894150036814631e-01,9.510640157965480901e-01,-6.751472906962164844e-01,-5.654338665207721881e+00,5.554392556777165701e-01,4.751948215968442302e-01
1.005712120487379568e+00,1.234894150036814631e-01,9.510640157965480901e-01,-6.751472906962164844e-01,-5.654338665207721881e+00,5.554392556777165701e-01,4.751948215968442302e-01
1.005712120487379568e+00,1.234894150036814631e-01,9.510640157965480901e-01,-6.751472906962164844e-01,-5.654338665207721881e+00,5.554392556777165701e-01,4.751948215968442302e-01
1.005712120487379568e+00,1.234894150036814631e-01,9.510640157965480901e-01,-6.751472906962164844e-01,-5.654338665207721881e+00,5.554392556777165701e-01,4.751948215968442302e-01
1.005712120487379568e+00,1.234894150036814631e-01,9.510640157965480901e-01,-6.751472906962164844e-01,-5.654338665207721881e+00,5.554392556777165701e-01,4.751948215968442302e-01
1.005712120487379568e+00,1.234894150036814631e-01,9.510640157965480901e-01,-6.751472906962164844e-01,-5.654338665207721881e+00,5.554392556777165701e-01,4.751948215968442302e-01
1.005712120487379568e+00,1.234894150036814631e-01,9.510640157965480901e-01,-6.751472906962164844e-01,-5.654338665207721881e+00,5.554392556777165701e-01,4.751948215968442302e-01
1.005712120487379568e+00,1.234894150036814631e-01,9.510640157965480901e-01,-6.751472906962164844e-01,-5.654338665207721881e+00,5.554392556777165701e-01,4.751948215968442302e-01
1.005712120487379568e+00,1.234894150036814631e-01,9.510640157965480901e-01,-6.751472906962164844e-01,-5.654338665207721881e+00,5.554392556777165701e-01,4.751948215968442302e-01
1.005712120487379568e+00,1.234894150036814631e-01,9.510640157965480901e-01,-6.751472906962164844e-01,-5.654338665207721881e+00,5.554392556777165701e-01,4.751948215968442302e-01
1.005712120487379568e+00,1.234894150036814631e-01,9.510640157965480901e-01,-6.751472906962164844e-01,-5.654338665207721881e+00,5.554392556777165701e-01,4.751948215968442302e-01
1.005712120487379568e+00,1.234894150036814631e-01,9.510640157965480901e-01,-6.751472906962164844e-01,-5.654338665207721881e+00,5.554392556777165701e-01,4.751948215968442302e-01
1.005712120487379568e+00,1.234894150036814631e-01,9.510640157965480901e-01,-6.751472906962164844e-01,-5.654338665207721881e+00,5.554392556777165701e-01,4.751948215968442302e-01
1.005712120487379568e+00,1.234894150036814631e-01,9.510640157965480901e-01,-6.751472906962164844e-01,-5.654338665207721881e+00,5.554392556777165701e-01,4.751948215968442302e-01
1.005712120487379568e+00,1.234894150036814631e-01,9.510640157965480901e-01,-6.751472906962164844e-01,-5.654338665207721881e+00,5.554392556777165701e-01,4.751948215968442302e-01
1.005712120487379568e+00,1.234894150036814631e-01,9.510640157965480901e-01,-6.751472906962164844e-01,-5.654338665207721881e+00,5.554392556777165701e-01,4.751948215968442302e-01
1.005712120487379568e+00,1.234894150036814631e-01,9.510640157965480901e-01,-6.751472906962164844e-01,-5.654338665207721881e+00,5.554392556777165701e-01,4.751948215968442302e-01
1.005712120487379568e+00,1.234894150036814631e-01,9.510640157965480901e-01,-6.751472906962164844e-01,-5.654338665207721881e+00,5.554392556777165701e-01,4.751948215968442302e-01
1.005712120487379568e+00,1.234894150036814631e-01,9.510640157965480901e-01,-6.751472906962164844e-01,-5.654338665207721881e+00,5.554392556777165701e-01,4.751948215968442302e-01
1.005712120487379568e+00,1.234894150036814631e-01,9.510640157965480901e-01,-6.751472906962164844e-01,-5.654338665207721881e+00,5.554392556777165701e-01,4.751948215968442302e-01
1.005712120487379568e+00,1.234894150036814631e-01,9.510640157965480901e-01,-6.751472906962164844e-01,-5.654338665207721881e+00,5.554392556777165701e-01,4.751948215968442302e-01
1.005712120487379568e+00,1.234894150036814631e-01,9.510640157965480901e-01,-6.751472906962164844e-01,-5.654338665207721881e+00,5.554392556777165701e-01,4.751948215968442302e-01
1.005712120487379568e+00,1.234894150036814631e-01,9.510640157965480901e-01,-6.751472906962164844e-01,-5.654338665207721881e+00,5.554392556777165701e-01,4.751948215968442302e-01
1.005712120487379568e+00,1.234894150036814631e-01,9.510640157965480901e-01,-6.751472906962164844e-01,-5.654338665207721881e+00,5.554392556777165701e-01,4.751948215968442302e-01
1.005712120487379568e+00,1.234894150036814631e-01,9.510640157965480901e-01,-6.751472906962164844e-01,-5.654338665207721881e+00,5.554392556777165701e-01,4.751948215968442302e-01
1.005712120487379568e+00,1.234894150036814631e-01,9.510640157965480901e-01,-6.751472906962164844e-01,-5.654338665207721881e+00,5.554392556777165701e-01,4.751948215968442302e-01
1.005712120487379568e+00,1.234894150036814631e-01,9.510640157965480901e-01,-6.751472906962164844e-01,-5.654338665207721881e+00,5.554392556777165701e-01,4.751948215968442302e-01
1.005712120487379568e+00,1.234894150036814631e-01,9.510640157965480901e-01,-6.751472906962164844e-01,-5.654338665207721881e+00,5.554392556777165701e-01,4.751948215968442302e-01
1.005712120487379568e+00,1.234894150036814631e-01,9.510640157965480901e-01,-6.751472906962164844e-01,-5.654338665207721881e+00,5.554392556777165701e-01,4.751948215968442302e-01
1.005712120487379568e+00,1.234894150036814631e-01,9.510640157965480901e-01,-6.751472906962164844e-01,-5.654338665207721881e+00,5.554392556777165701e-01,4.751948215968442302e-01
1.005712120487379568e+00,1.234894150036814631e-01,9.510640157965480901e-01,-6.751472906962164844e-01,-5.654338665207721881e+00,5.554392556777165701e-01,4.751948215968442302e-01
1.005712120487379568e+00,1.234894150036814631e-01,9.510640157965480901e-01,-6.751472906962164844e-01,-5.654338665207721881e+00,5.554392556777165701e-01,4.751948215968442302e-01
1.005712120487379568e+00,1.234894150036814631e-01,9.510640157965480901e-01,-6.751472906962164844e-01,-5.654338665207721881e+00,5.554392556777165701e-01,4.751948215968442302e-01
1.005712120487379568e+00,1.234894150036814631e-01,9.510640157965480901e-01,-6.751472906962164844e-01,-5.654338665207721881e+00,5.554392556777165701e-01,4.751948215968442302e-01
1.005712120487379568e+00,1.234894150036814631e-01,9.510640157965480901e-01,-6.751472906962164844e-01,-5.654338665207721881e+00,5.554392556777165701e-01,4.751948215968442302e-01
1.005712120487379568e+00,1.234894150036814631e-01,9.510640157965480901e-01,-6.751472906962164844e-01,-5.654338665207721881e+00,5.554392556777165701e-01,4.751948215968442302e-01
1.005712120487379568e+00,1.234894150036814631e-01,9.510640157965480901e-01,-6.751472906962164844e-01,-5.654338665207721881e+00,5.554392556777165701e-01,4.751948215968442302e-01
1.005712120487379568e+00,1.234894150036814631e-01,9.510640157965480901e-01,-6.751472906962164844e-01,-5.654338665207721881e+00,5.554392556777165701e-01,4.751948215968442302e-01
1.005712120487379568e+00,1.234894150036814631e-01,9.510640157965480901e-01,-6.751472906962164844e-01,-5.654338665207721881e+00,5.554392556777165701e-01,4.751948215968442302e-01
1.005712120487379568e+00,1.234894150036814631e-01,9.510640157965480901e-01,-6.751472906962164844e-01,-5.654338665207721881e+00,5.554392556777165701e-01,4.751948215968442302e-01
1.005712120487379568e+00,1.234894150036814631e-01,9.510640157965480901e-01,-6.751472906962164844e-01,-5.654338665207721881e+00,5.554392556777165701e-01,4.751948215968442302e-01
1.005712120487379568e+00,1.234894150036814631e-01,9.510640157965480901e-01,-6.751472906962164844e-01,-5.654338665207721881e+00,5.554392556777165701e-01,4.751948215968442302e-01
1.005712120487379568e+00,1.234894150036814631e-01,9.510640157965480901e-01,-6.751472906962164844e-01,-5.654338665207721881e+00,5.554392556777165701e-01,4.751948215968442302e-01
1.005712120487379568e+00,1.234894150036814631e-01,9.510640157965480901e-01,-6.751472906962164844e-01,-5.654338665207721881e+00,5.554392556777165701e-01,4.751948215968442302e-01
1.005712120487379568e+00,1.234894150036814631e-01,9.510640157965480901e-01,-6.751472906962164844e-01,-5.654338665207721881e+00,5.554392556777165701e-01,4.751948215968442302e-01
1.005712120487379568e+00,1.234894150036814631e-01,9.510640157965480901e-01,-6.751472906962164844e-01,-5.654338665207721881e+00,5.554392556777165701e-01,4.751948215968442302e-01
1.005712120487379568e+00,1.234894150036814631e-01,9.510640157965480901e-01,-6.751472906962164844e-01,-5.654338665207721881e+00,5.554392556777165701e-01,4.751948215968442302e-01
1.005712120487379568e+00,1.234894150036814631e-01,9.510640157965480901e-01,-6.751472906962164844e-01,-5.654338665207721881e+00,5.554392556777165701e-01,4.751948215968442302e-01
1.005712120487379568e+00,1.234894150036814631e-01,9.510640157965480901e-01,-6.751472906962164844e-01,-5.654338665207721881e+00,5.554392556777165701e-01,4.751948215968442302e-01
1.005712120487379568e+00,1.234894150036814631e-01,9.510640157965480901e-01,-6.751472906962164844e-01,-5.654338665207721881e+00,5.554392556777165701e-01,4.751948215968442302e-01
1.005712120487379568e+00,1.234894150036814631e-01,9.510640157965480901e-01,-6.751472906962164844e-01,-5.654338665207721881e+00,5.554392556777165701e-01,4.751948215968442302e-01
1.005712120487379568e+00,1.234894150036814631e-01,9.510640157965480901e-01,-6.751472906962164844e-01,-5.654338665207721881e+00,5.554392556777165701e-01,4.751948215968442302e-01
1.005712120487379568e+00,1.234894150036814631e-01,9.510640157965480901e-01,-6.751472906962164844e-01,-5.654338665207721881e+00,5.554392556777165701e-01,4.751948215968442302e-01
1.005712120487379568e+00,1.234894150036814631e-01,9.510640157965480901e-01,-6.751472906962164844e-01,-5.654338665207721881e+00,5.554392556777165701e-01,4.751948215968442302e-01
1.005712120487379568e+00,1.234894150036814631e-01,9.510640157965480901e-01,-6.751472906962164844e-01,-5.654338665207721881e+00,5.554392556777165701e-01,4.751948215968442302e-01
1.005712120487379568e+00,1.234894150036814631e-01,9.510640157965480901e-01,-6.751472906962164844e-01,-5.654338665207721881e+00,5.554392556777165701e-01,4.751948215968442302e-01
1.005712120487379568e+00,1.234894150036814631e-01,9.510640157965480901e-01,-6.751472906962164844e-01,-5.654338665207721881e+00,5.554392556777165701e-01,4.751948215968442302e-01
