Parameter, Mean, SD, MC Error, Lower 95% HPD, Upper 95% HPD, q2.5, q25, q50, q75, q97.5
m_i_44, 0.0036576822160957183, 0.00038128507060552575, 2.6487790736089385e-05, 0.0029827379944506512, 0.004398082779467377, 0.002887210284441744, 0.003396182520052124, 0.0036313127537770454, 0.0038987011987895812, 0.00439658464740922
m_i_45, 0.0017704053809116762, 0.0005862126219410321, 4.275714132621165e-05, 0.0006645658318839981, 0.0029010109961668295, 0.0005398647262651098, 0.001386826879953269, 0.0017332442639849607, 0.002190783437732078, 0.002881775749289826
m_i_46, -0.0002967428236315235, 0.0009287712275087359, 7.372683994655444e-05, -0.0020376570830094014, 0.0014932282815891835, -0.0020376570830094014, -0.0009251920452858896, -0.0003022166652164211, 0.0004306407825504163, 0.0015669499332764437
m_i_47, -0.002528463553958529, 0.0013939666041497215, 0.0001163553797711953, -0.005159866297541836, 9.640997030107776e-05, -0.005215775184735731, -0.0035837541284158454, -0.002530990196572531, -0.0014792343151955201, 9.640997030107776e-05
m_i_48, -0.004906681558446422, 0.001983560189529058, 0.00017055718503710147, -0.008420453474738236, -0.0011510188002760418, -0.008768076769283798, -0.0063891638683481414, -0.004874215812395905, -0.003427784166288991, -0.0012723670085406126
m_i_49, -0.007410545177425907, 0.002706619106557261, 0.00023718414585945064, -0.012157572051122837, -0.002402343055729443, -0.012578431789843319, -0.00950353885183854, -0.007390300566547216, -0.005421218926726111, -0.002573123872718932
NRMSE_r, 0.017387138826732568, 0.004206169870261197, 0.00036815979049735124, 0.011340432087722787, 0.02709602889776663, 0.011958651642535513, 0.014485434251284889, 0.016266693972418707, 0.019424346692210385, 0.02853819752984789
total_m, 0.4953661709630834, 0.007380131633011156, 0.0005311533235426065, 0.48306266765825007, 0.5107566471525257, 0.48306266765825007, 0.48981717490152454, 0.4952280762548679, 0.5004407479704882, 0.5107566471525257
log_mean_tau, -2.9498370489318444, 0.022759562695441514, 0.0017415705151478268, -2.992411908703274, -2.9087692548603044, -2.991731774450425, -2.965738630224795, -2.950307291542778, -2.9340346623123126, -2.9043935451077267
log_U_tau, 1.6525632653061229, 0.09425347235634689, 0.007168907784116038, 1.4693877551020411, 1.795918367346939, 1.4693877551020411, 1.6326530612244903, 1.6326530612244903, 1.6326530612244903, 1.795918367346939
log_half_tau, -5.021836734693877, 0.015205108854492572, 0.0011031815713389743, -5.020408163265306, -5.020408163265306, -5.020408163265306, -5.020408163265306, -5.020408163265306, -5.020408163265306, -5.020408163265306
NRMSE_i, 0.021339299570787826, 0.00254650440769044, 0.00020297255252757596, 0.0178541493732943, 0.026298274906716927, 0.0179625360486891, 0.01931989961075362, 0.020770231432856064, 0.022889649516349562, 0.027111858630886693
