Parameter, Mean, SD, MC Error, Lower 95% HPD, Upper 95% HPD, q2.5, q25, q50, q75, q97.5
log_m_i_127, -2.8578532389618214, 0.013357238972854226, 0.00024689929520847065, -2.8843510013468343, -2.8321978567919137, -2.8847686885647947, -2.866746758288159, -2.8575313430261597, -2.848813287263436, -2.8323096540506993
log_m_i_128, -2.88012935731741, 0.013357238972854181, 0.0002468992952084686, -2.906627119702451, -2.8544739751475303, -2.9070448069204113, -2.8890228766437756, -2.8798074613817763, -2.8710894056190526, -2.854585772406316
log_m_i_129, -2.900768564697763, 0.013357238972854192, 0.00024689929520847336, -2.9272663270828247, -2.875113182527904, -2.927684014300785, -2.9096620840241494, -2.90044666876215, -2.8917286129994264, -2.87522497978669
log_m_i_130, -2.919783931675359, 0.013357238972854115, 0.00024689929520847244, -2.94628169406039, -2.8941285495054694, -2.9466993812783504, -2.9286774510017146, -2.9194620357397154, -2.9107439799769916, -2.894240346764255
log_m_i_131, -2.9372099476112954, 0.013357238972854147, 0.0002468992952084686, -2.9637077099963256, -2.911554565441405, -2.964125397214286, -2.9461034669376502, -2.936888051675651, -2.9281699959129273, -2.9116663627001906
log_m_i_132, -2.95309896985645, 0.013357238972854162, 0.0002468992952084669, -2.9795967322415, -2.927443587686579, -2.98001441945946, -2.9619924891828244, -2.9527770739208252, -2.9440590181581014, -2.927555384945365
log_m_i_133, -2.9675175638797096, 0.013357238972854162, 0.00024689929520846767, -2.9940153262647593, -2.9418621817098387, -2.9944330134827197, -2.976411083206084, -2.9671956679440847, -2.958477612181361, -2.9419739789686243
log_m_i_134, -2.9805428968841694, 0.013357238972854159, 0.00024689929520846506, -3.007040659269161, -2.9548875147142404, -3.0074583464871214, -2.9894364162104856, -2.9802210009484864, -2.9715029451857626, -2.954999311973026
log_m_i_135, -2.9922593563984496, 0.01335723897285418, 0.00024689929520846853, -3.018757118783454, -2.9666039742285335, -3.0191748060014145, -3.0011528757247787, -2.9919374604627795, -2.9832194047000558, -2.966715771487319
log_m_i_136, -3.002755531758557, 0.01335723897285418, 0.00024689929520847287, -3.0292532941435475, -2.977100149588627, -3.029670981361508, -3.011649051084872, -3.002433635822873, -2.993715580060149, -2.9772119468474125
log_m_i_137, -3.012121639188108, 0.013357238972854192, 0.00024689929520846767, -3.03861940157314, -2.986466257018219, -3.0390370887911002, -3.0210151585144644, -3.0117997432524652, -3.0030816874897415, -2.986578054277005
log_m_i_138, -3.020447413380909, 0.013357238972854176, 0.00024689929520846794, -3.0469451757659507, -2.99479203121103, -3.047362862983911, -3.0293409327072753, -3.020125517445276, -3.0114074616825524, -2.9949038284698157
log_m_i_139, -3.027820445835412, 0.01335723897285422, 0.00024689929520846897, -3.0543182082204696, -3.002165063665549, -3.05473589543843, -3.0367139651617943, -3.027498549899795, -3.0187804941370713, -3.0022768609243347
log_m_i_140, -3.034324926980561, 0.013357238972854247, 0.0002468992952084722, -3.0608226893655632, -3.0086695448106426, -3.0612403765835237, -3.043218446306888, -3.0340030310448887, -3.025284975282165, -3.0087813420694283
log_m_i_141, -3.040040741071968, 0.013357238972854162, 0.00024689929520846387, -3.066538503456947, -3.014385358902026, -3.066956190674907, -3.0489342603982714, -3.039718845136272, -3.0310007893735484, -3.014497156160812
log_m_i_142, -3.045042862851678, 0.01335723897285413, 0.00024689929520847265, -3.0715406252367257, -3.019387480681805, -3.071958312454686, -3.0539363821780503, -3.044720966916051, -3.0360029111533273, -3.0194992779405907
log_m_i_143, -3.049401007576112, 0.013357238972854173, 0.00024689929520847135, -3.075898769961161, -3.0237456254062405, -3.0763164571791215, -3.0582945269024857, -3.0490791116404865, -3.0403610558777627, -3.023857422665026
log_m_i_144, -3.0531794887879276, 0.013357238972854173, 0.0002468992952084686, -3.0796772511729364, -3.027524106618016, -3.080094938390897, -3.062073008114261, -3.052857592852262, -3.044139537089538, -3.0276359038768015
log_m_i_145, -3.0564372409222353, 0.013357238972854192, 0.00024689929520847135, -3.082935003307232, -3.030781858752311, -3.0833526905251922, -3.0653307602485564, -3.0561153449865572, -3.0473972892238335, -3.030893656011097
log_m_i_146, -3.059227967076111, 0.013357238972854225, 0.00024689929520846815, -3.085725729461111, -3.0335725849061905, -3.0861434166790715, -3.0681214864024358, -3.0589060711404366, -3.050188015377713, -3.033684382164976
log_m_i_147, -3.0616003764467385, 0.01335723897285413, 0.0002468992952084719, -3.088098138831786, -3.0359449942768655, -3.0885158260497465, -3.0704938957731107, -3.0612784805111115, -3.0525604247483877, -3.036056791535651
log_m_i_148, -3.063598480989647, 0.013357238972854207, 0.000246899295208468, -3.0900962433746995, -3.037943098819779, -3.09051393059266, -3.072492000316024, -3.063276585054025, -3.054558529291301, -3.0380548960785645
log_m_i_149, -3.0652619263524725, 0.01335723897285412, 0.0002468992952084611, -3.0917596887375196, -3.039606544182599, -3.09217737595548, -3.0741554456788442, -3.064940030416845, -3.0562219746541213, -3.0397183414413846
log_m_i_150, -3.066626337601215, 0.013357238972854318, 0.0002468992952084731, -3.093124099986281, -3.0409709554313604, -3.0935417872042414, -3.0755198569276057, -3.0663044416656065, -3.0575863859028827, -3.041082752690146
log_m_i_151, -3.0677236652536433, 0.013357238972854154, 0.0002468992952084686, -3.0942214276386983, -3.0420682830837777, -3.0946391148566588, -3.076617184580023, -3.0674017693180238, -3.0586837135553, -3.0421800803425634
log_m_i_152, -3.0685825214191076, 0.013357238972854126, 0.00024689929520846485, -3.0950802838041613, -3.0429271392492407, -3.0954979710221218, -3.077476040745486, -3.0682606254834868, -3.059542569720763, -3.0430389365080264
log_m_i_153, -3.0692284993211483, 0.01335723897285418, 0.0002468992952084679, -3.0957262617061403, -3.0435731171512197, -3.0961439489241007, -3.078122018647465, -3.0689066033854657, -3.060188547622742, -3.0436849144100053
log_m_i_154, -3.069684472168186, 0.013357238972854183, 0.00024689929520846636, -3.0961822345531833, -3.0440290899982627, -3.0965999217711437, -3.078577991494508, -3.0693625762325087, -3.060644520469785, -3.0441408872570483
log_m_i_155, -3.069970869335109, 0.013357238972854193, 0.00024689929520846794, -3.0964686317201378, -3.044315487165217, -3.096886318938098, -3.0788643886614624, -3.069648973399463, -3.0609309176367394, -3.044427284424003
log_m_i_156, -3.0701059292359743, 0.013357238972854209, 0.00024689929520846745, -3.0966036916210116, -3.044450547066091, -3.097021378838972, -3.078999448562336, -3.069784033300337, -3.0610659775376132, -3.0445623443248766
log_total_m, -0.4718458542304486, 0.008025506218193139, 0.0001621581772558266, -0.48752513665155706, -0.45601347785338675, -0.48754361011060193, -0.4771949574717068, -0.4717717093533521, -0.4664032579620737, -0.45601347785338675
NRMSE_r, 0.014933798913443303, 0.006433641169167884, 0.00014532735762550525, 0.0071047152355242366, 0.027481394322232854, 0.007561950147159605, 0.010087270761001521, 0.013158456820278526, 0.01820896780304403, 0.03161345198735211
log_peak_tau, -0.37566270901694016, 0.036403833355916584, 0.0006710855539882914, -0.44456246036936514, -0.3027851227279421, -0.44700996818708666, -0.4003794540889581, -0.3748127493313033, -0.35123764336139573, -0.30497552605787376
cond_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
cond_1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
cond_2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
cond_3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
cond_4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
cond_5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
cond_6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
cond_7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
cond_8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
cond_9, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
cond_10, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
cond_11, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
cond_12, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
cond_13, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
cond_14, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
cond_15, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
cond_16, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
cond_17, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
cond_18, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
cond_19, 0.00255, 0.05043309925039103, 0.0007761926307302845, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
cond_20, 0.061, 0.23933031567274626, 0.004550274716981382, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
cond_21, 0.44245, 0.49667695487101715, 0.009022054921136316, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0
cond_22, 0.88925, 0.31382230242609666, 0.004638089585163271, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0
cond_23, 0.99555, 0.06655972881556807, 0.0010146304746063968, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_24, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_25, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_26, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_27, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_28, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_29, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_30, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_31, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_32, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_33, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_34, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_35, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_36, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_37, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_38, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_39, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_40, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_41, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_42, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_43, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_44, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_45, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_46, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_47, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_48, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_49, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_50, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_51, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_52, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_53, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_54, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_55, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_56, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_57, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_58, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_59, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_60, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_61, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_62, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_63, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_64, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_65, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_66, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_67, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_68, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_69, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_70, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_71, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_72, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_73, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_74, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_75, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_76, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_77, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_78, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_79, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_80, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_81, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_82, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_83, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_84, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_85, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_86, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_87, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_88, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_89, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_90, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_91, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_92, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_93, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_94, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_95, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_96, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_97, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_98, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_99, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_100, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_101, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_102, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_103, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_104, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_105, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_106, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_107, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_108, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_109, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_110, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_111, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_112, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_113, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_114, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_115, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_116, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_117, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_118, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_119, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_120, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_121, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_122, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_123, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_124, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_125, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_126, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_127, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_128, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_129, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_130, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_131, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_132, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_133, 0.99895, 0.03238668707973091, 0.00042008927622589975, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
cond_134, 0.96565, 0.18212654254666003, 0.0032830283276267954, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0
cond_135, 0.68135, 0.4659529777778299, 0.008755242715082203, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0
cond_136, 0.17835, 0.3828071022068968, 0.006582573584852661, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
cond_137, 0.0119, 0.10843611022161118, 0.0019154372868877753, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
cond_138, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
cond_139, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
cond_140, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
cond_141, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
cond_142, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
cond_143, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
cond_144, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
cond_145, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
cond_146, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
cond_147, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
cond_148, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
cond_149, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
cond_150, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
cond_151, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
cond_152, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
cond_153, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
cond_154, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
cond_155, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
cond_156, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NRMSE_i, 0.00847432313115315, 0.00380822178148836, 7.271586914482735e-05, 0.0034628116331958864, 0.016027522717743627, 0.0036871610665114444, 0.005573057431796922, 0.0076327636716181976, 0.010510048511555592, 0.01806081275584122
log_peak_m, -2.328901077146614, 0.013357238972854197, 0.00024689929520846826, -2.3553988395316425, -2.303245694976722, -2.355816526749603, -2.337794596472967, -2.328579181210968, -2.319861125448244, -2.3033574922355076
log_half_tau, -2.331830318063789, 0.15238527363260498, 0.0028911207415947605, -2.6588534993696893, -2.0724235568655853, -2.6652704092085004, -2.4550969249355976, -2.263757377971185, -2.2357175183112736, -2.0745394221970868
log_tau_i_0, -5.634144130664806, 0.03640383335591654, 0.0006710855539882899, -5.703043882017184, -5.561266544375761, -5.705491389834905, -5.658860875736777, -5.633294170979122, -5.609719065009214, -5.563456947705692
log_tau_i_1, -5.584063355220551, 0.03640383335591628, 0.0006710855539882847, -5.652963106572919, -5.5111857689314965, -5.65541061439064, -5.608780100292512, -5.583213395534857, -5.559638289564949, -5.513376172261427
log_tau_i_2, -5.533982579776154, 0.03640383335591623, 0.0006710855539882896, -5.602882331128654, -5.461104993487232, -5.605329838946376, -5.558699324848248, -5.533132620090592, -5.509557514120685, -5.463295396817163
log_tau_i_3, -5.483901804331847, 0.036403833355916515, 0.0006710855539882921, -5.55280155568439, -5.411024218042967, -5.555249063502111, -5.508618549403983, -5.483051844646328, -5.45947673867642, -5.413214621372898
log_tau_i_4, -5.433821028887622, 0.0364038333559163, 0.0006710855539882963, -5.502720780240125, -5.360943442598702, -5.505168288057846, -5.458537773959718, -5.432971069202063, -5.409395963232155, -5.363133845928633
log_tau_i_5, -5.3837402534433805, 0.03640383335591626, 0.0006710855539882943, -5.45264000479586, -5.310862667154438, -5.455087512613582, -5.408456998515454, -5.382890293757798, -5.359315187787891, -5.313053070484369
log_tau_i_6, -5.333659477999082, 0.03640383335591641, 0.0006710855539883066, -5.402559229351596, -5.260781891710173, -5.405006737169317, -5.358376223071189, -5.332809518313534, -5.309234412343626, -5.262972295040104
log_tau_i_7, -5.28357870255487, 0.03640383335591666, 0.0006710855539882992, -5.352478453907331, -5.210701116265908, -5.354925961725052, -5.308295447626924, -5.282728742869269, -5.259153636899361, -5.212891519595839
log_tau_i_8, -5.233497927110735, 0.03640383335591686, 0.0006710855539882955, -5.302397678463066, -5.160620340821644, -5.3048451862807875, -5.2582146721826595, -5.232647967425004, -5.2090728614550965, -5.1628107441515745
log_tau_i_9, -5.183417151666396, 0.03640383335591687, 0.0006710855539882904, -5.252316903018798, -5.110539565377375, -5.254764410836519, -5.208133896738391, -5.182567191980736, -5.158992086010828, -5.112729968707306
log_tau_i_10, -5.133336376222088, 0.0364038333559168, 0.0006710855539882982, -5.202236127574533, -5.060458789933111, -5.2046836353922545, -5.1580531212941265, -5.132486416536471, -5.108911310566564, -5.0626491932630415
log_tau_i_11, -5.083255600777833, 0.03640383335591701, 0.0006710855539882939, -5.1521553521302685, -5.010378014488846, -5.15460285994799, -5.107972345849862, -5.0824056410922065, -5.058830535122299, -5.012568417818777
log_tau_i_12, -5.0331748253336075, 0.036403833355916786, 0.0006710855539882942, -5.102074576686004, -4.960297239044581, -5.104522084503725, -5.057891570405597, -5.032324865647942, -5.008749759678034, -4.962487642374512
