Z_max,Input_c_exponent,DD_tau0,DD_tau1,DD_tau2,DD_tau3,DD_tau4,DD_tau5,DD_tau6,DD_tau7,DD_tau8,DD_tau9,DD_tau10,DD_tau11,DD_tau12,DD_tau13,DD_tau14,DD_tau15,DD_tau16,DD_tau17,DD_tau18,DD_tau19,DD_tau20,DD_tau21,DD_tau22,DD_tau23,DD_tau24,DD_tau25,DD_tau26,DD_tau27,DD_tau28,DD_tau29,DD_tau30,DD_tau31,DD_tau32,DD_tau33,DD_tau34,DD_tau35,DD_tau36,DD_tau37,DD_tau38,DD_tau39,DD_tau40,DD_tau41,DD_tau42,DD_tau43,DD_tau44,DD_tau45,DD_tau46,DD_tau47,DD_tau48,DD_tau49,DD_NRMSE_i,DD_NRMSE_i_std,DD_NRMSE_r,DD_NRMSE_r_std,DD_R0,DD_R0_std,DD_U_tau,DD_U_tau_std,DD_a_0,DD_a_0_std,DD_a_1,DD_a_1_std,DD_a_2,DD_a_2_std,DD_a_3,DD_a_3_std,DD_a_4,DD_a_4_std,DD_half_tau,DD_half_tau_std,DD_m_i_0,DD_m_i_0_std,DD_m_i_1,DD_m_i_1_std,DD_m_i_2,DD_m_i_2_std,DD_m_i_3,DD_m_i_3_std,DD_m_i_4,DD_m_i_4_std,DD_m_i_5,DD_m_i_5_std,DD_m_i_6,DD_m_i_6_std,DD_m_i_7,DD_m_i_7_std,DD_m_i_8,DD_m_i_8_std,DD_m_i_9,DD_m_i_9_std,DD_m_i_10,DD_m_i_10_std,DD_m_i_11,DD_m_i_11_std,DD_m_i_12,DD_m_i_12_std,DD_m_i_13,DD_m_i_13_std,DD_m_i_14,DD_m_i_14_std,DD_m_i_15,DD_m_i_15_std,DD_m_i_16,DD_m_i_16_std,DD_m_i_17,DD_m_i_17_std,DD_m_i_18,DD_m_i_18_std,DD_m_i_19,DD_m_i_19_std,DD_m_i_20,DD_m_i_20_std,DD_m_i_21,DD_m_i_21_std,DD_m_i_22,DD_m_i_22_std,DD_m_i_23,DD_m_i_23_std,DD_m_i_24,DD_m_i_24_std,DD_m_i_25,DD_m_i_25_std,DD_m_i_26,DD_m_i_26_std,DD_m_i_27,DD_m_i_27_std,DD_m_i_28,DD_m_i_28_std,DD_m_i_29,DD_m_i_29_std,DD_m_i_30,DD_m_i_30_std,DD_m_i_31,DD_m_i_31_std,DD_m_i_32,DD_m_i_32_std,DD_m_i_33,DD_m_i_33_std,DD_m_i_34,DD_m_i_34_std,DD_m_i_35,DD_m_i_35_std,DD_m_i_36,DD_m_i_36_std,DD_m_i_37,DD_m_i_37_std,DD_m_i_38,DD_m_i_38_std,DD_m_i_39,DD_m_i_39_std,DD_m_i_40,DD_m_i_40_std,DD_m_i_41,DD_m_i_41_std,DD_m_i_42,DD_m_i_42_std,DD_m_i_43,DD_m_i_43_std,DD_m_i_44,DD_m_i_44_std,DD_m_i_45,DD_m_i_45_std,DD_m_i_46,DD_m_i_46_std,DD_m_i_47,DD_m_i_47_std,DD_m_i_48,DD_m_i_48_std,DD_m_i_49,DD_m_i_49_std,DD_mean_tau,DD_mean_tau_std,DD_total_m,DD_total_m_std
2.356430999999999767e+05,1.000000000000000000e+00,9.999999999999999547e-07,1.456348477501244368e-06,2.120950887920192385e-06,3.088843596477478545e-06,4.498432668969443943e-06,6.551285568595509496e-06,9.540954763499943534e-06,1.389495494373136094e-05,2.023589647725155557e-05,2.947051702551809911e-05,4.291934260128778017e-05,6.250551925273976277e-05,9.102981779915227567e-05,1.325711365590108188e-04,1.930697728883249591e-04,2.811768697974227865e-04,4.094915062380423171e-04,5.963623316594642357e-04,8.685113737513520038e-04,1.264855216855295715e-03,1.842069969326714379e-03,2.682695795279724585e-03,3.906939937054612622e-03,5.689866029018292998e-03,8.286427728546841634e-03,1.206792640639328847e-02,1.757510624854789413e-02,2.559547922699533309e-02,3.727593720314938130e-02,5.428675439323859403e-02,7.906043210907685859e-02,1.151395399326445718e-01,1.676832936811006591e-01,2.442053094548649883e-01,3.556480306223128718e-01,5.179474679231201861e-01,7.543120063354606941e-01,1.098541141987557257e+00,1.599858719606057411e+00,2.329951810515367150e+00,3.393221771895322814e+00,4.941713361323827769e+00,7.196856730011513825e+00,1.048113134154685255e+01,1.526417967175230217e+01,2.222996482526190931e+01,3.237457542817639933e+01,4.714866363457390008e+01,6.866488450042997727e+01,1.000000000000000000e+02,2.133929957078782580e-02,2.546504407690440216e-03,1.738713882673256772e-02,4.206169870261197360e-03,2.332832750120452256e+05,1.691031427292518856e+03,4.493277751653070595e+01,2.562728091843250677e+00,1.628157540758252389e-04,3.856620435416412753e-05,-3.444728574412787500e-04,2.522515515680882892e-04,-3.758706912386354949e-03,3.273207233235185163e-04,-1.715733038895146103e-03,5.136807761255762165e-04,1.120647934422650156e-02,3.773214107062867030e-04,9.509622238453657256e-06,2.879321828641755893e-08,1.716027832212619897e-01,8.549751584657030654e-03,1.506298276161431859e-01,7.003708063000333231e-03,1.315524954913760702e-01,5.663911403998940844e-03,1.142639237364863475e-01,4.514650592666569727e-03,9.866002564896894644e-02,3.541355457314398093e-03,8.463949093440807647e-02,2.730875019335946702e-03,7.210378570643408147e-02,2.071891090036780299e-03,6.095715248672591013e-02,1.555370633512110972e-03,5.110661020500789631e-02,1.174361709761203437e-03,4.246195419904467278e-02,9.208515098456057126e-04,3.493575621465290493e-02,7.771912724147721566e-04,2.844336440570746291e-02,7.094234843398787918e-04,2.290290333410808024e-02,6.772140568512630479e-04,1.823527396982108431e-02,6.504373343892151226e-04,1.436415369085278747e-02,6.136321617638244722e-04,1.121599628325845727e-02,5.617898507407204220e-04,8.720031941139702245e-03,4.958115407017125434e-04,6.808267266649172152e-03,4.199209970680828330e-04,5.415485269980747224e-03,3.408240497622956177e-04,4.479245369381662165e-03,2.684953690780020981e-04,3.939883391143959163e-03,2.182048745482666500e-04,3.740511569607593047e-03,2.068395840430361046e-04,3.827018547160252176e-03,2.337932863674147422e-04,4.148069374236905242e-03,2.795662637650643415e-04,4.655105509319644279e-03,3.272258459785310956e-04,5.302344818939483569e-03,3.676516528870380873e-04,6.046781577672931396e-03,3.963454543570271954e-04,6.848186468145597838e-03,4.112951950746804742e-04,7.669106581029695030e-03,4.121216396281468823e-04,8.474865415045360756e-03,3.998349213917202528e-04,9.233562876960667992e-03,3.769181999161640931e-04,9.916075281590414070e-03,3.476584590015796214e-04,1.049605535179778081e-02,3.186022439675006849e-04,1.094993221849044351e-02,2.984730384766166411e-04,1.125691142062853860e-02,2.958132323176440397e-04,1.139897490521592748e-02,3.138230554139659172e-04,1.136088102730571300e-02,3.475581803005298588e-04,1.113016454999750902e-02,3.872039411148903089e-04,1.069713664444029398e-02,4.223647184151288697e-04,1.005488488982805330e-02,4.438134914759538888e-04,9.199273273403824752e-03,4.440048301623645915e-04,8.128942190456435457e-03,4.183810444310190899e-04,6.845308444324436220e-03,3.705706715853171137e-04,5.352565246393417055e-03,3.304965302396163760e-04,3.657682216095718350e-03,3.812850706055257452e-04,1.770405380911676185e-03,5.862126219410321130e-04,-2.967428236315235103e-04,9.287712275087359193e-04,-2.528463553958529113e-03,1.393966604149721525e-03,-4.906681558446422328e-03,1.983560189529057910e-03,-7.410545177425906585e-03,2.706619106557260797e-03,1.122439524377690174e-03,8.660218277537077146e-06,4.953661709630833854e-01,7.380131633011156357e-03
