Parameter, Mean, SD, MC Error, Lower 95% HPD, Upper 95% HPD, q2.5, q25, q50, q75, q97.5
R0, 0.967360619525, 0.00787767675721, 0.000622491451012, 0.9521190915639347, 0.9801373848050803, 0.953368411144, 0.961749543396, 0.967793347937, 0.972635686726, 0.984939991411
a_0, -4.78881584255e-05, 3.3825679216e-05, 3.08863406629e-06, -0.00010736582428715723, 1.996967052090376e-05, -0.00011531455671, -6.84417758383e-05, -4.55133320834e-05, -2.87445836425e-05, 1.97319189618e-05
a_1, -0.00162524895773, 0.000240167338987, 2.20645726447e-05, -0.0020877790549711133, -0.0011913688315636998, -0.00213887980001, -0.00174700385211, -0.00159829733633, -0.00146731168956, -0.00121251355051
a_2, -0.00342066493142, 0.000418213576085, 3.81245778289e-05, -0.0043069099087309284, -0.002580561145592183, -0.00435950576754, -0.00365232727429, -0.00341327058057, -0.00314360021376, -0.00259823992821
a_3, 0.00155227293901, 0.000377523460724, 3.43145613668e-05, 0.0008929410791893304, 0.002338897081934684, 0.00090624774706, 0.00128140178762, 0.00151892660575, 0.00177385621192, 0.00244121092719
a_4, 0.0104311949768, 0.000465638113529, 4.33106188923e-05, 0.009719983491007346, 0.011351783487114244, 0.00971998349101, 0.0101421464387, 0.0103803651883, 0.0106925206344, 0.0113517834871
total_m, 1.35147912222, 0.0265739012549, 0.00220225108367, 1.300203468256418, 1.392400989725919, 1.30319758211, 1.33482088523, 1.34857007306, 1.37154096297, 1.39953610512
log_half_tau, -4.97959183673, 1.7763568394e-15, 8.881784197e-17, -4.979591836734693, -4.979591836734693, -4.97959183673, -4.97959183673, -4.97959183673, -4.97959183673, -4.97959183673
NRMSE_r, 0.0253448858264, 0.00189829933101, 0.000146127360325, 0.022061146685821917, 0.02860673206120418, 0.0221639458309, 0.0239583031469, 0.0253078477976, 0.026452465989, 0.029256500899
NRMSE_i, 0.0659418193316, 0.004812461997, 0.000413897332698, 0.058714666247520815, 0.07566626494322679, 0.0591096859905, 0.0618840619363, 0.0653019402038, 0.0690494182425, 0.0765638525219
