Z_max,Input_c_exponent,,DD_tau0,DD_tau1,DD_tau2,DD_tau3,DD_tau4,DD_tau5,DD_tau6,DD_tau7,DD_tau8,DD_tau9,DD_tau10,DD_tau11,DD_tau12,DD_tau13,DD_tau14,DD_tau15,DD_tau16,DD_tau17,DD_tau18,DD_tau19,DD_tau20,DD_tau21,DD_tau22,DD_tau23,DD_tau24,DD_tau25,DD_tau26,DD_tau27,DD_tau28,DD_tau29,DD_tau30,DD_tau31,DD_tau32,DD_tau33,DD_tau34,DD_tau35,DD_tau36,DD_tau37,DD_tau38,DD_tau39,DD_tau40,DD_tau41,DD_tau42,DD_tau43,DD_tau44,DD_tau45,DD_tau46,DD_tau47,DD_tau48,DD_tau49DD_NRMSE_i,DD_NRMSE_i_std,DD_NRMSE_r,DD_NRMSE_r_std,DD_R0,DD_R0_std,DD_U_tau,DD_U_tau_std,DD_a_0,DD_a_0_std,DD_a_1,DD_a_1_std,DD_a_2,DD_a_2_std,DD_a_3,DD_a_3_std,DD_a_4,DD_a_4_std,DD_half_tau,DD_half_tau_std,DD_m_i_0,DD_m_i_0_std,DD_m_i_1,DD_m_i_1_std,DD_m_i_2,DD_m_i_2_std,DD_m_i_3,DD_m_i_3_std,DD_m_i_4,DD_m_i_4_std,DD_m_i_5,DD_m_i_5_std,DD_m_i_6,DD_m_i_6_std,DD_m_i_7,DD_m_i_7_std,DD_m_i_8,DD_m_i_8_std,DD_m_i_9,DD_m_i_9_std,DD_m_i_10,DD_m_i_10_std,DD_m_i_11,DD_m_i_11_std,DD_m_i_12,DD_m_i_12_std,DD_m_i_13,DD_m_i_13_std,DD_m_i_14,DD_m_i_14_std,DD_m_i_15,DD_m_i_15_std,DD_m_i_16,DD_m_i_16_std,DD_m_i_17,DD_m_i_17_std,DD_m_i_18,DD_m_i_18_std,DD_m_i_19,DD_m_i_19_std,DD_m_i_20,DD_m_i_20_std,DD_m_i_21,DD_m_i_21_std,DD_m_i_22,DD_m_i_22_std,DD_m_i_23,DD_m_i_23_std,DD_m_i_24,DD_m_i_24_std,DD_m_i_25,DD_m_i_25_std,DD_m_i_26,DD_m_i_26_std,DD_m_i_27,DD_m_i_27_std,DD_m_i_28,DD_m_i_28_std,DD_m_i_29,DD_m_i_29_std,DD_m_i_30,DD_m_i_30_std,DD_m_i_31,DD_m_i_31_std,DD_m_i_32,DD_m_i_32_std,DD_m_i_33,DD_m_i_33_std,DD_m_i_34,DD_m_i_34_std,DD_m_i_35,DD_m_i_35_std,DD_m_i_36,DD_m_i_36_std,DD_m_i_37,DD_m_i_37_std,DD_m_i_38,DD_m_i_38_std,DD_m_i_39,DD_m_i_39_std,DD_m_i_40,DD_m_i_40_std,DD_m_i_41,DD_m_i_41_std,DD_m_i_42,DD_m_i_42_std,DD_m_i_43,DD_m_i_43_std,DD_m_i_44,DD_m_i_44_std,DD_m_i_45,DD_m_i_45_std,DD_m_i_46,DD_m_i_46_std,DD_m_i_47,DD_m_i_47_std,DD_m_i_48,DD_m_i_48_std,DD_m_i_49,DD_m_i_49_std,DD_mean_tau,DD_mean_tau_std,DD_total_m,DD_total_m_std,DD_peak_tau_1,DD_peak_tau_1_std,DD_peak_m_1,DD_peak_m_1_std
4.764675000000000000e+05,1.000000000000000000e+00,9.999999999999999547e-08,1.526417967175233292e-07,2.329951810515371880e-07,3.556480306223128687e-07,5.428675439323859403e-07,8.286427728546842330e-07,1.264855216855295881e-06,1.930697728883249761e-06,2.947051702551809826e-06,4.498432668969443943e-06,6.866488450042998417e-06,1.048113134154687453e-05,1.599858719606057233e-05,2.442053094548654772e-05,3.727593720314938141e-05,5.689866029018304734e-05,8.685113737513520580e-05,1.325711365590109543e-04,2.023589647725157589e-04,3.088843596477481527e-04,4.714866363457394672e-04,7.196856730011521675e-04,1.098541141987559484e-03,1.676832936811009905e-03,2.559547922699538427e-03,3.906939937054621295e-03,5.963623316594648428e-03,9.102981779915227459e-03,1.389495494373138920e-02,2.120950887920192499e-02,3.237457542817646916e-02,4.941713361323837872e-02,7.543120063354623317e-02,1.151395399326448077e-01,1.757510624854793091e-01,2.682695795279727569e-01,4.094915062380427573e-01,6.250551925273976073e-01,9.540954763499943647e-01,1.456348477501244298e+00,2.222996482526195638e+00,3.393221771895329919e+00,5.179474679231212519e+00,7.906043210907701457e+00,1.206792640639331360e+01,1.842069969326716361e+01,2.811768697974236630e+01,4.291934260128778078e+01,6.551285568595523046e+01,1.000000000000000000e+02,6.594181933161818998e-02,4.812461997001723883e-03,2.534488582638397616e-02,1.898299331009798774e-03,4.609158959835721762e+05,3.753456950315527592e+03,1.596104141516089570e+01,1.212292800856765496e+00,-4.788815842546697210e-05,3.382567921598219322e-05,-1.625248957730967810e-03,2.401673389871185197e-04,-3.420664931421586469e-03,4.182135760854616851e-04,1.552272939005371662e-03,3.775234607237698960e-04,1.043119497683925832e-02,4.656381135292637246e-04,1.048113134154691688e-05,3.738906712365781744e-21,2.744336268863196704e-01,2.051306997040268365e-02,2.522600549450363383e-01,1.745471427053655461e-02,2.311972346386103605e-01,1.474146686660770048e-02,2.112326310796815432e-01,1.234852476433963460e-02,1.923524013286301848e-01,1.025216355052862259e-02,1.745413943935754664e-01,8.429796810583228828e-03,1.577831512303769501e-01,6.860059437942213692e-03,1.420599047426334416e-01,5.522920406032334230e-03,1.273525797816838778e-01,4.399821427286846470e-03,1.136407931466062310e-01,3.473802749962787845e-03,1.009028535842186602e-01,2.729473194950329373e-03,8.911576178907884560e-02,2.152439116698184451e-03,7.825521040348426549e-02,1.727467683872340159e-03,6.829558401747176655e-02,1.434917368297234687e-03,5.920995916881841015e-02,1.247319014332206200e-03,5.097010434304041770e-02,1.130888089321202159e-03,4.354647997339412130e-02,1.053093908339284603e-03,3.690823844087513794e-02,9.898259949313132841e-04,3.102322407421902878e-02,9.271592987108747113e-04,2.585797314990102846e-02,8.592419030278142635e-04,2.137771389213602435e-02,7.853985413808875797e-04,1.754636647287857731e-02,7.078483063361074848e-04,1.432654301182289570e-02,6.301685245889887457e-04,1.167954757640298803e-02,5.562558113061195821e-04,9.565376181792416624e-03,4.895310885703244410e-04,7.942716790904547422e-03,4.322491872629558485e-04,6.768949314392344423e-03,3.849677618157698665e-04,6.000145610648503249e-03,3.464466997457697739e-04,5.591069485805394770e-03,3.142602873252178883e-04,5.495176693735083322e-03,2.860687103986067474e-04,5.664614936049295474e-03,2.611464154391160745e-04,6.050223862099483353e-03,2.417127894963740846e-04,6.601535068976757854e-03,2.332999207619089823e-04,7.266772101511918998e-03,2.424068231881018544e-04,7.992850452275457665e-03,2.713590156008266084e-04,8.725377561577563404e-03,3.159363746396171859e-04,9.408652817468077592e-03,3.682180703777839133e-04,9.985667555736573234e-03,4.196156249636521455e-04,1.039810505991227430e-02,4.618549400681261395e-04,1.058634056126410081e-02,4.871355758414837398e-04,1.048944123880067233e-02,4.886120421439166424e-04,1.004516621927028022e-02,4.623103440693190533e-04,9.189966577160906674e-03,4.137023914790169052e-04,7.858985334700212613e-03,3.785647106987085589e-04,5.986057461855557628e-03,4.478613220643393633e-04,3.503709876334000842e-03,6.860861605953322024e-04,3.431614435822324992e-04,1.078772820159240630e-03,-3.565677023213271752e-03,1.613473961743658704e-03,-8.294202763126486133e-03,2.294597982419326228e-03,-1.391512106749154959e-02,3.134392521411304058e-03,3.465960936239071430e-05,2.191054313529954790e-07,1.351479122223124607e+00,2.657390125491613728e-02
