# Variable: zmod
# Sample shape: (2000, 2, 20)
# Date: 2018-03-08 10:52:56.812269
6.824037464318545299e-01,7.336420869094849584e-01,7.729892855767067639e-01,8.026494012329659089e-01,8.248949434930962221e-01,8.415943594343735512e-01,8.549319290007854066e-01,8.658666736277438325e-01,8.758003189400888067e-01,8.858455316742291918e-01,8.969633870810067577e-01,9.097932697255461942e-01,9.243436153135468070e-01,9.397728318185922802e-01,9.546272941097689868e-01,9.675358344135267519e-01,9.777972854147387594e-01,9.854336573354629536e-01,9.908788753459454313e-01,9.946681504238281679e-01,-1.302594207410438520e-01,-1.055352877341672324e-01,-8.323417001996670506e-02,-6.462439707474262884e-02,-5.003265632388315121e-02,-3.936141293835589139e-02,-3.191872181519771201e-02,-2.755711604610455723e-02,-2.575645736743043326e-02,-2.605213239670168407e-02,-2.780649522438027529e-02,-3.007823441681101509e-02,-3.166619715634841348e-02,-3.148941825035018321e-02,-2.913972920043096659e-02,-2.508382214388309162e-02,-2.027813262420228788e-02,-1.560422037347117957e-02,-1.158005477978157026e-02,-8.376305082759504667e-03
6.824037464318545299e-01,7.336420869094849584e-01,7.729892855767067639e-01,8.026494012329659089e-01,8.248949434930962221e-01,8.415943594343735512e-01,8.549319290007854066e-01,8.658666736277438325e-01,8.758003189400888067e-01,8.858455316742291918e-01,8.969633870810067577e-01,9.097932697255461942e-01,9.243436153135468070e-01,9.397728318185922802e-01,9.546272941097689868e-01,9.675358344135267519e-01,9.777972854147387594e-01,9.854336573354629536e-01,9.908788753459454313e-01,9.946681504238281679e-01,-1.302594207410438520e-01,-1.055352877341672324e-01,-8.323417001996670506e-02,-6.462439707474262884e-02,-5.003265632388315121e-02,-3.936141293835589139e-02,-3.191872181519771201e-02,-2.755711604610455723e-02,-2.575645736743043326e-02,-2.605213239670168407e-02,-2.780649522438027529e-02,-3.007823441681101509e-02,-3.166619715634841348e-02,-3.148941825035018321e-02,-2.913972920043096659e-02,-2.508382214388309162e-02,-2.027813262420228788e-02,-1.560422037347117957e-02,-1.158005477978157026e-02,-8.376305082759504667e-03
6.824037464318545299e-01,7.336420869094849584e-01,7.729892855767067639e-01,8.026494012329659089e-01,8.248949434930962221e-01,8.415943594343735512e-01,8.549319290007854066e-01,8.658666736277438325e-01,8.758003189400888067e-01,8.858455316742291918e-01,8.969633870810067577e-01,9.097932697255461942e-01,9.243436153135468070e-01,9.397728318185922802e-01,9.546272941097689868e-01,9.675358344135267519e-01,9.777972854147387594e-01,9.854336573354629536e-01,9.908788753459454313e-01,9.946681504238281679e-01,-1.302594207410438520e-01,-1.055352877341672324e-01,-8.323417001996670506e-02,-6.462439707474262884e-02,-5.003265632388315121e-02,-3.936141293835589139e-02,-3.191872181519771201e-02,-2.755711604610455723e-02,-2.575645736743043326e-02,-2.605213239670168407e-02,-2.780649522438027529e-02,-3.007823441681101509e-02,-3.166619715634841348e-02,-3.148941825035018321e-02,-2.913972920043096659e-02,-2.508382214388309162e-02,-2.027813262420228788e-02,-1.560422037347117957e-02,-1.158005477978157026e-02,-8.376305082759504667e-03
6.824037464318545299e-01,7.336420869094849584e-01,7.729892855767067639e-01,8.026494012329659089e-01,8.248949434930962221e-01,8.415943594343735512e-01,8.549319290007854066e-01,8.658666736277438325e-01,8.758003189400888067e-01,8.858455316742291918e-01,8.969633870810067577e-01,9.097932697255461942e-01,9.243436153135468070e-01,9.397728318185922802e-01,9.546272941097689868e-01,9.675358344135267519e-01,9.777972854147387594e-01,9.854336573354629536e-01,9.908788753459454313e-01,9.946681504238281679e-01,-1.302594207410438520e-01,-1.055352877341672324e-01,-8.323417001996670506e-02,-6.462439707474262884e-02,-5.003265632388315121e-02,-3.936141293835589139e-02,-3.191872181519771201e-02,-2.755711604610455723e-02,-2.575645736743043326e-02,-2.605213239670168407e-02,-2.780649522438027529e-02,-3.007823441681101509e-02,-3.166619715634841348e-02,-3.148941825035018321e-02,-2.913972920043096659e-02,-2.508382214388309162e-02,-2.027813262420228788e-02,-1.560422037347117957e-02,-1.158005477978157026e-02,-8.376305082759504667e-03
6.832408780307085427e-01,7.342883559720044806e-01,7.734721326210095560e-01,8.030004375181714060e-01,8.251425959453860814e-01,8.417616876326691200e-01,8.550329169748909219e-01,8.659112406492845970e-01,8.757919822971931278e-01,8.857836057149213183e-01,8.968459953883035629e-01,9.096227903770002232e-01,9.241329936843645232e-01,9.395470188554251312e-01,9.544151328300620740e-01,9.673578850136073104e-01,9.776603856279327820e-01,9.853342822521687916e-01,9.908092040231746278e-01,9.946202056542667869e-01,-1.298823525986169680e-01,-1.051748354614443770e-01,-8.291609771140835694e-02,-6.435697321080426081e-02,-4.981289639838394623e-02,-3.918022514277316043e-02,-3.176611132605731969e-02,-2.742242128484250960e-02,-2.563170268985337161e-02,-2.593379709196841701e-02,-2.769786988118370930e-02,-2.999034992138011405e-02,-3.161409855760016069e-02,-3.148291312957596927e-02,-2.917521894895151388e-02,-2.514581183679201817e-02,-2.034852279080360052e-02,-1.566996251480836516e-02,-1.163490922678638018e-02,-8.418982220850487405e-03
6.849206420206285229e-01,7.360936214036256642e-01,7.753737323018251582e-01,8.049746332406533256e-01,8.271712286923217361e-01,8.438311788127856872e-01,8.571350357887861371e-01,8.680401040813174873e-01,8.779451377681650737e-01,8.879613258303072909e-01,8.990509126524744987e-01,9.118591196963022893e-01,9.264049966844809525e-01,9.418569176039586210e-01,9.567615851913193747e-01,9.697361574397165285e-01,9.800639869974563378e-01,9.877567500795203514e-01,9.932451320762449853e-01,9.970655031457171802e-01,-1.302016714594118330e-01,-1.054334103022283448e-01,-8.311994891469372260e-02,-6.451519636397880231e-02,-4.993536259192433990e-02,-3.927655066050489419e-02,-3.184420906818759278e-02,-2.748983996143495798e-02,-2.569471884208192336e-02,-2.599755595048774265e-02,-2.776596575471809714e-02,-3.006408191175550387e-02,-3.169182257271456471e-02,-3.156031462218757133e-02,-2.924694692039510324e-02,-2.520763341477267466e-02,-2.039855011927753023e-02,-1.570848749128758021e-02,-1.166351392854467380e-02,-8.439680489383719064e-03
6.824866455804435850e-01,7.332239932865705079e-01,7.723004804706531390e-01,8.018521963152860366e-01,8.240897567861543704e-01,8.408351071510959951e-01,8.542437435808799551e-01,8.652520705942262635e-01,8.752468427787895022e-01,8.853260559646709549e-01,8.964363647459495654e-01,9.092087563279097617e-01,9.236616244273205822e-01,9.389885149830358158e-01,9.537797592913062061e-01,9.666864268740553712e-01,9.769973790277064474e-01,9.847090591574017004e-01,9.902332077721097692e-01,9.940928399980544228e-01,-1.288934324826853106e-01,-1.046062468440232540e-01,-8.268434530407961502e-02,-6.435958666280386375e-02,-4.995860774885103883e-02,-3.939880352053771323e-02,-3.200906691210463756e-02,-2.765401123433750691e-02,-2.582434599092942387e-02,-2.606352142818661385e-02,-2.774581895101083107e-02,-2.995178333424292072e-02,-3.151018086477724855e-02,-3.136067058864850515e-02,-2.908588742393065571e-02,-2.511766163955964429e-02,-2.037941719469213084e-02,-1.574007589954044134e-02,-1.172219631038038355e-02,-8.507179956226702117e-03
6.835358523864299984e-01,7.343512001103972286e-01,7.734877607282576450e-01,8.030849072953721857e-01,8.253566542224087810e-01,8.421277477072859341e-01,8.555569976284725930e-01,8.665822480669139738e-01,8.765923855089049477e-01,8.866870937658505314e-01,8.978144827517975379e-01,9.106065097072311154e-01,9.250815966261222156e-01,9.404320496617626368e-01,9.552460329852178189e-01,9.681725423678879672e-01,9.784993458517385889e-01,9.862228813742537348e-01,9.917555224252041501e-01,9.956210881773595034e-01,-1.290915841498036787e-01,-1.047670611058819784e-01,-8.281145838153446126e-02,-6.445852854949771227e-02,-5.003541058683641518e-02,-3.945937246070549409e-02,-3.205827539270266618e-02,-2.769652455967182986e-02,-2.586404651803759711e-02,-2.610358964673346882e-02,-2.778847341504991908e-02,-2.999782909225038111e-02,-3.155862239317238499e-02,-3.140888227049602743e-02,-2.913060201467167903e-02,-2.515627576001657623e-02,-2.041074707251636783e-02,-1.576427358145478241e-02,-1.174021718775520792e-02,-8.520258294341631969e-03
6.853694011529077867e-01,7.361387244488430959e-01,7.750945439789584945e-01,8.044476558414900280e-01,8.264597059226426179e-01,8.429841124944680297e-01,8.561836201936975366e-01,8.670080154548539531e-01,8.768463838567099877e-01,8.868046655552143109e-01,8.978436274330849898e-01,9.106111692258918033e-01,9.251314642630353857e-01,9.405755850347510272e-01,9.554862360823397349e-01,9.684719095900676811e-01,9.788088141203352688e-01,9.865060799364008259e-01,9.919950818812202087e-01,9.958138097829768443e-01,-1.293315605824974512e-01,-1.046630791409069172e-01,-8.248051663005794010e-02,-6.400649759921352155e-02,-4.954038113230394003e-02,-3.897134460898677571e-02,-3.160767213442938067e-02,-2.730188351638850736e-02,-2.554130529365784830e-02,-2.587078392917151887e-02,-2.766423912383894276e-02,-2.999039735554268407e-02,-3.164914230950265084e-02,-3.154596228471776009e-02,-2.925126340549836709e-02,-2.521877750268152960e-02,-2.040817125529528417e-02,-1.571334086986922451e-02,-1.166379207685401542e-02,-8.436881038559426726e-03
6.832203040902256053e-01,7.344708519316606177e-01,7.738699449545523024e-01,8.036025884203852332e-01,8.259231180816297702e-01,8.426862721162137193e-01,8.560701229163272252e-01,8.670279780738606723e-01,8.769620806799005575e-01,8.869899701760709521e-01,8.980845494006771679e-01,9.109037439779493761e-01,9.254735075231919073e-01,9.409542190418938024e-01,9.558727578751369247e-01,9.688319454403593323e-01,9.791175891806793707e-01,9.867545989791536298e-01,9.921865173634496493e-01,9.959571388822215932e-01,-1.302818676109748497e-01,-1.056079284776657717e-01,-8.334940498127937913e-02,-6.475950877313327303e-02,-5.016354726484221344e-02,-3.946952742765668515e-02,-3.199194785892635340e-02,-2.759237581173488302e-02,-2.575918260243484012e-02,-2.603744375840353134e-02,-2.779795262254569632e-02,-3.010061402241084871e-02,-3.173142509383197057e-02,-3.158524457043079131e-02,-2.923584602850280365e-02,-2.515269673808419315e-02,-2.030951664506158716e-02,-1.560340701783030290e-02,-1.155867187544422359e-02,-8.345301921398330311e-03
