Z_max,Input_c_exponent,DD_tau0,DD_tau1,DD_tau2,DD_tau3,DD_tau4,DD_tau5,DD_tau6,DD_tau7,DD_tau8,DD_tau9,DD_tau10,DD_tau11,DD_tau12,DD_tau13,DD_tau14,DD_tau15,DD_tau16,DD_tau17,DD_tau18,DD_tau19,DD_tau20,DD_tau21,DD_tau22,DD_tau23,DD_tau24,DD_tau25,DD_tau26,DD_tau27,DD_tau28,DD_tau29,DD_tau30,DD_tau31,DD_tau32,DD_tau33,DD_tau34,DD_tau35,DD_tau36,DD_tau37,DD_tau38,DD_tau39,DD_tau40,DD_tau41,DD_tau42,DD_tau43,DD_tau44,DD_tau45,DD_tau46,DD_tau47,DD_tau48,DD_tau49,DD_NRMSE_i,DD_NRMSE_i_std,DD_NRMSE_r,DD_NRMSE_r_std,DD_R0,DD_R0_std,DD_U_tau,DD_U_tau_std,DD_a_0,DD_a_0_std,DD_a_1,DD_a_1_std,DD_a_2,DD_a_2_std,DD_a_3,DD_a_3_std,DD_a_4,DD_a_4_std,DD_half_tau,DD_half_tau_std,DD_m_i_0,DD_m_i_0_std,DD_m_i_1,DD_m_i_1_std,DD_m_i_2,DD_m_i_2_std,DD_m_i_3,DD_m_i_3_std,DD_m_i_4,DD_m_i_4_std,DD_m_i_5,DD_m_i_5_std,DD_m_i_6,DD_m_i_6_std,DD_m_i_7,DD_m_i_7_std,DD_m_i_8,DD_m_i_8_std,DD_m_i_9,DD_m_i_9_std,DD_m_i_10,DD_m_i_10_std,DD_m_i_11,DD_m_i_11_std,DD_m_i_12,DD_m_i_12_std,DD_m_i_13,DD_m_i_13_std,DD_m_i_14,DD_m_i_14_std,DD_m_i_15,DD_m_i_15_std,DD_m_i_16,DD_m_i_16_std,DD_m_i_17,DD_m_i_17_std,DD_m_i_18,DD_m_i_18_std,DD_m_i_19,DD_m_i_19_std,DD_m_i_20,DD_m_i_20_std,DD_m_i_21,DD_m_i_21_std,DD_m_i_22,DD_m_i_22_std,DD_m_i_23,DD_m_i_23_std,DD_m_i_24,DD_m_i_24_std,DD_m_i_25,DD_m_i_25_std,DD_m_i_26,DD_m_i_26_std,DD_m_i_27,DD_m_i_27_std,DD_m_i_28,DD_m_i_28_std,DD_m_i_29,DD_m_i_29_std,DD_m_i_30,DD_m_i_30_std,DD_m_i_31,DD_m_i_31_std,DD_m_i_32,DD_m_i_32_std,DD_m_i_33,DD_m_i_33_std,DD_m_i_34,DD_m_i_34_std,DD_m_i_35,DD_m_i_35_std,DD_m_i_36,DD_m_i_36_std,DD_m_i_37,DD_m_i_37_std,DD_m_i_38,DD_m_i_38_std,DD_m_i_39,DD_m_i_39_std,DD_m_i_40,DD_m_i_40_std,DD_m_i_41,DD_m_i_41_std,DD_m_i_42,DD_m_i_42_std,DD_m_i_43,DD_m_i_43_std,DD_m_i_44,DD_m_i_44_std,DD_m_i_45,DD_m_i_45_std,DD_m_i_46,DD_m_i_46_std,DD_m_i_47,DD_m_i_47_std,DD_m_i_48,DD_m_i_48_std,DD_m_i_49,DD_m_i_49_std,DD_mean_tau,DD_mean_tau_std,DD_total_m,DD_total_m_std,DD_peak_tau_1,DD_peak_tau_1_std,DD_peak_m_1,DD_peak_m_1_std
4.402873999999999796e+04,1.000000000000000000e+00,9.999999999999999547e-08,1.526417967175233292e-07,2.329951810515371880e-07,3.556480306223128687e-07,5.428675439323859403e-07,8.286427728546842330e-07,1.264855216855295881e-06,1.930697728883249761e-06,2.947051702551809826e-06,4.498432668969443943e-06,6.866488450042998417e-06,1.048113134154687453e-05,1.599858719606057233e-05,2.442053094548654772e-05,3.727593720314938141e-05,5.689866029018304734e-05,8.685113737513520580e-05,1.325711365590109543e-04,2.023589647725157589e-04,3.088843596477481527e-04,4.714866363457394672e-04,7.196856730011521675e-04,1.098541141987559484e-03,1.676832936811009905e-03,2.559547922699538427e-03,3.906939937054621295e-03,5.963623316594648428e-03,9.102981779915227459e-03,1.389495494373138920e-02,2.120950887920192499e-02,3.237457542817646916e-02,4.941713361323837872e-02,7.543120063354623317e-02,1.151395399326448077e-01,1.757510624854793091e-01,2.682695795279727569e-01,4.094915062380427573e-01,6.250551925273976073e-01,9.540954763499943647e-01,1.456348477501244298e+00,2.222996482526195638e+00,3.393221771895329919e+00,5.179474679231212519e+00,7.906043210907701457e+00,1.206792640639331360e+01,1.842069969326716361e+01,2.811768697974236630e+01,4.291934260128778078e+01,6.551285568595523046e+01,1.000000000000000000e+02,6.770829692007204748e-02,5.711362378977599512e-03,4.226327977778840395e-01,1.157150085356406337e-02,5.318924477435055451e+04,6.559917591321075747e+01,1.238389162892669937e+01,4.536145557836180342e-01,1.356661956904356154e-04,6.320439842648866180e-06,6.761793668945063722e-04,1.345303419849004112e-05,1.475665814461362638e-03,8.597522659877922615e-05,9.411352149470388539e-04,4.617795056314520028e-05,2.827794554983160350e-03,2.358202111760884724e-04,7.013234609730051461e-06,5.447036792326235752e-08,1.623524859668809550e-01,9.238948640643824747e-03,1.436968738224496667e-01,8.100506559785619273e-03,1.267599900155983450e-01,7.064829152874146402e-03,1.114313045256262180e-01,6.125914598630165069e-03,9.760399301774247416e-02,5.277936916021803114e-03,8.517493684306590152e-02,4.515247273998676189e-03,7.404472303862526250e-02,3.832375940437509395e-03,6.411764432735873875e-02,3.224035247380666828e-03,5.530169911811455563e-02,2.685124217574025741e-03,4.750859150565051037e-02,2.210735992651570881e-03,4.065373127063423575e-02,1.796170154005697446e-03,3.465623387964304747e-02,1.436953926092026344e-03,2.943892048516408982e-02,1.128880198623245096e-03,2.492831792559415185e-02,8.680787897242837892e-04,2.105465872523987203e-02,6.511557794008352622e-04,1.775188109431753702e-02,4.754725119837701621e-04,1.495762892895329509e-02,3.396755958127427332e-04,1.261325181118293746e-02,2.443595532373371636e-04,1.066380500895205627e-02,1.909046518484670363e-04,9.058049476115992427e-03,1.741841699526143711e-04,7.748451852439813999e-03,1.780904403501091572e-04,6.691184463598344803e-03,1.869255904350264222e-04,5.846125321176160947e-03,1.929134084114522685e-04,5.176858122667575210e-03,1.939246649039522044e-04,4.650672251476665672e-03,1.905342646988866047e-04,4.238562776917238414e-03,1.845486378125851454e-04,3.915230454212858743e-03,1.783039097115919082e-04,3.659081724496839050e-03,1.741575201180405215e-04,3.452228714812234037e-03,1.739222239937832310e-04,3.280489238111849830e-03,1.783336177817698611e-04,3.133386793258242237e-03,1.868884270720824953e-04,3.004150565023707212e-03,1.981904409884754166e-04,2.889715424090296900e-03,2.105104483709491626e-04,2.790721927049804891e-03,2.222119773517573500e-04,2.711516316403771859e-03,2.319524658166190331e-04,2.660150520563494669e-03,2.387380244483950807e-04,2.648382153850007727e-03,2.419202950288279344e-04,2.691674516494095126e-03,2.411857817689212345e-04,2.809196594636295848e-03,2.365608389299582155e-04,3.023823060326887285e-03,2.284450942654012563e-04,3.362134271525898249e-03,2.176843391552548497e-04,3.854416272103107673e-03,2.056894829479317293e-04,4.534660791838036366e-03,1.945775493105204141e-04,5.440565246419956993e-03,1.872085509848994027e-04,6.613532737447892773e-03,1.868210798288176479e-04,8.098672052430599261e-03,1.960449942277696475e-04,9.944797664786605984e-03,2.158446313744989361e-04,1.220442973384415312e-02,2.454723983765500612e-04,1.493379410484128346e-02,2.834137959961594943e-04,1.819282230892569838e-02,3.283321549679424768e-04,3.057983992166468976e-05,2.314233469798256689e-07,5.509625159690392238e-01,1.928849097625351741e-02
