Parameter, Mean, SD, MC Error, Lower 95% HPD, Upper 95% HPD, q2.5, q25, q50, q75, q97.5
log_tau_i_117, -0.286773234277, 0.0365986428259, 0.0081837053243, -0.35654648808915124, -0.2227696325931368, -0.356546488089, -0.315073120823, -0.282241220678, -0.254368835996, -0.222769632593
log_tau_i_118, -0.236692458833, 0.0365986428259, 0.0081837053243, -0.30646571264488476, -0.1726888571488703, -0.306465712645, -0.264992345379, -0.232160445234, -0.204288060551, -0.172688857149
log_tau_i_119, -0.186611683389, 0.0365986428259, 0.0081837053243, -0.25638493720062, -0.12260808170460558, -0.256384937201, -0.214911569935, -0.182079669789, -0.154207285107, -0.122608081705
log_tau_i_120, -0.136530907944, 0.0365986428259, 0.0081837053243, -0.2063041617563553, -0.07252730626034086, -0.206304161756, -0.16483079449, -0.131998894345, -0.104126509663, -0.0725273062603
log_tau_i_121, -0.0864501325, 0.0365986428259, 0.0081837053243, -0.1562233863120906, -0.02244653081607617, -0.156223386312, -0.114750019046, -0.0819181189009, -0.0540457342186, -0.0224465308161
log_tau_i_122, -0.0363693570557, 0.0365986428259, 0.0081837053243, -0.10614261086782592, 0.02763424462818851, -0.106142610868, -0.0646692436019, -0.0318373434567, -0.00396495877432, 0.0276342446282
log_tau_i_123, 0.0137114183885, 0.0365986428259, 0.0081837053243, -0.05606183542356122, 0.0777150200724532, -0.0560618354236, -0.0145884681576, 0.0182434319876, 0.0461158166699, 0.0777150200725
log_tau_i_124, 0.0637921938328, 0.0365986428259, 0.0081837053243, -0.005981059979296446, 0.127795795516718, -0.0059810599793, 0.0354923072867, 0.0683242074319, 0.0961965921142, 0.127795795517
log_tau_i_125, 0.113872969277, 0.0365986428259, 0.0081837053243, 0.04409971546497002, 0.17787657096098444, 0.044099715465, 0.0855730827309, 0.118404982876, 0.146277367558, 0.177876570961
log_tau_i_126, 0.163953744721, 0.0365986428259, 0.0081837053243, 0.09418049090923467, 0.2279573464052491, 0.0941804909092, 0.135653858175, 0.16848575832, 0.196358143003, 0.227957346405
log_tau_i_127, 0.214034520166, 0.0365986428259, 0.0081837053243, 0.1442612663534994, 0.2780381218495138, 0.144261266353, 0.185734633619, 0.218566533765, 0.246438918447, 0.27803812185
log_tau_i_128, 0.26411529561, 0.0365986428259, 0.0081837053243, 0.1943420417977641, 0.3281188972937785, 0.194342041798, 0.235815409064, 0.268647309209, 0.296519693891, 0.328118897294
log_tau_i_129, 0.314196071054, 0.0365986428259, 0.0081837053243, 0.2444228172420288, 0.3781996727380432, 0.244422817242, 0.285896184508, 0.318728084653, 0.346600469336, 0.378199672738
log_tau_i_130, 0.364276846498, 0.0365986428259, 0.0081837053243, 0.29450359268629345, 0.42828044818230787, 0.294503592686, 0.335976959952, 0.368808860097, 0.39668124478, 0.428280448182
log_tau_i_131, 0.414357621943, 0.0365986428259, 0.0081837053243, 0.3445843681305582, 0.47836122362657263, 0.344584368131, 0.386057735397, 0.418889635542, 0.446762020224, 0.478361223627
log_tau_i_132, 0.464438397387, 0.0365986428259, 0.0081837053243, 0.3946651435748247, 0.5284419990708391, 0.394665143575, 0.436138510841, 0.468970410986, 0.496842795668, 0.528441999071
log_tau_i_133, 0.514519172831, 0.0365986428259, 0.0081837053243, 0.4447459190190894, 0.5785227745151038, 0.444745919019, 0.486219286285, 0.51905118643, 0.546923571113, 0.578522774515
log_tau_i_134, 0.564599948275, 0.0365986428259, 0.0081837053243, 0.4948266944633541, 0.6286035499593685, 0.494826694463, 0.536300061729, 0.569131961875, 0.597004346557, 0.628603549959
log_tau_i_135, 0.61468072372, 0.0365986428259, 0.0081837053243, 0.5449074699076188, 0.6786843254036332, 0.544907469908, 0.586380837174, 0.619212737319, 0.647085122001, 0.678684325404
log_tau_i_136, 0.664761499164, 0.0365986428259, 0.0081837053243, 0.5949882453518835, 0.7287651008478979, 0.594988245352, 0.636461612618, 0.669293512763, 0.697165897445, 0.728765100848
log_tau_i_137, 0.714842274608, 0.0365986428259, 0.0081837053243, 0.6450690207961483, 0.7788458762921626, 0.645069020796, 0.686542388062, 0.719374288207, 0.74724667289, 0.778845876292
log_tau_i_138, 0.764923050052, 0.0365986428259, 0.0081837053243, 0.695149796240413, 0.8289266517364273, 0.69514979624, 0.736623163506, 0.769455063652, 0.797327448334, 0.828926651736
log_tau_i_139, 0.815003825497, 0.0365986428259, 0.0081837053243, 0.7452305716846777, 0.879007427180692, 0.745230571685, 0.786703938951, 0.819535839096, 0.847408223778, 0.879007427181
log_tau_i_140, 0.865084600941, 0.0365986428259, 0.0081837053243, 0.7953113471289441, 0.9290882026249585, 0.795311347129, 0.836784714395, 0.86961661454, 0.897488999222, 0.929088202625
log_tau_i_141, 0.915165376385, 0.0365986428259, 0.0081837053243, 0.8453921225732088, 0.9791689780692232, 0.845392122573, 0.886865489839, 0.919697389984, 0.947569774667, 0.979168978069
log_tau_i_142, 0.96524615183, 0.0365986428259, 0.0081837053243, 0.8954728980174735, 1.029249753513488, 0.895472898017, 0.936946265283, 0.969778165429, 0.997650550111, 1.02924975351
