Z_max,Input_c_exponent,CC2_NRMSE_i,CC2_NRMSE_i_std,CC2_NRMSE_r,CC2_NRMSE_r_std,CC2_R0,CC2_R0_std,CC2_c_1,CC2_c_1_std,CC2_c_2,CC2_c_2_std,CC2_m_1,CC2_m_1_std,CC2_m_2,CC2_m_2_std,CC2_tau_1,CC2_tau_1_std,CC2_tau_2,CC2_tau_2_std
4.402873999999999796e+04,1.000000000000000000e+00,1.822979292351606037e-02,6.015777481272737738e-03,2.213750870478886287e-02,3.967788814544314681e-03,4.400002900463456172e+04,1.754497479634128467e+02,4.462098184136361056e-01,2.137998827456478665e-02,6.382057789007177240e-01,2.294071472785825724e-02,9.193905339712982183e-02,4.266674243645227939e-03,8.613302228110643055e-01,9.489278733637537822e-02,1.254655946726205284e-01,6.811179199939666057e-03,1.899531205069744051e-06,3.511540048631812568e-08
