Parameter, Mean, SD, MC Error, Lower 95% HPD, Upper 95% HPD, q2.5, q25, q50, q75, q97.5
a_0, 0.00668934669807, 0.000365955884803, 1.99214359797e-05, 0.00600455444175, 0.00741860612278, 0.00600455444175, 0.00642616719419, 0.00667621506731, 0.00693917739125, 0.00741860612278
a_1, -0.00424130713023, 0.000634884378107, 2.97804012044e-05, -0.00548500547986, -0.0030778470879, -0.00548500547986, -0.00467529843552, -0.00424296804268, -0.00380117819317, -0.00307323651749
a_2, -0.00133533149446, 0.000299496955283, 1.67012293364e-05, -0.00195402997697, -0.000799541655848, -0.00194266056362, -0.00153737880461, -0.00134101115747, -0.00111784336875, -0.000779255806094
a_3, 0.000932444988028, 0.000278961563468, 1.40529768831e-05, 0.000397140841517, 0.00145459804318, 0.000397140841517, 0.000735693690009, 0.000939467968846, 0.00112077167895, 0.00145475417635
a_4, 0.000269156760504, 5.00983105149e-05, 2.5280003035e-06, 0.00017692354093, 0.000367399579207, 0.000170333929818, 0.000233131438417, 0.000270314386526, 0.000304991866129, 0.000363744686743
R0, 1.00023555662, 0.00766806186536, 0.000406298449954, 0.985440930528, 1.01506727516, 0.985049774782, 0.994860737452, 1.0002822388, 1.00553065551, 1.01484430928
total_m, 0.12551083555, 0.00476028313213, 0.000239003947053, 0.115721859005, 0.134406925549, 0.116076033788, 0.122249785786, 0.125411559282, 0.128718510283, 0.13495590025
m__0, 0.0461799467995, 0.00423593753318, 0.000214856588542, 0.0377589690585, 0.0539570206648, 0.0379993412239, 0.0433153171285, 0.0461443114533, 0.0492722947473, 0.0543570196663
m__1, 0.0360402325718, 0.00300471297672, 0.000151378001991, 0.0301118783115, 0.0416414168833, 0.0302437476077, 0.0339923553102, 0.0360161554657, 0.0381789490044, 0.0418156631042
m__2, 0.0276970349458, 0.00203421759806, 0.000101027937075, 0.023686336197, 0.0315501455663, 0.0237288093648, 0.0263119956095, 0.0276822600437, 0.0290990375721, 0.0316112901017
m__3, 0.0209522242201, 0.00129843020027, 6.23703515026e-05, 0.018574593325, 0.0236887774218, 0.0183406383191, 0.020077355264, 0.0209513569402, 0.0218679084091, 0.0235124908659
m__4, 0.0156180063132, 0.000782235536155, 3.44507548103e-05, 0.0141167843847, 0.0171757780824, 0.0141148528655, 0.0150890663037, 0.015614379494, 0.0161474335962, 0.0171757780824
m__5, 0.011516922763, 0.000491797262226, 1.80087172271e-05, 0.0105987397788, 0.0125001199604, 0.0105818105049, 0.0111771158925, 0.011510927266, 0.0118387006676, 0.0125000489336
m__6, 0.00848185072699, 0.00041888686653, 1.56673844655e-05, 0.00763746883752, 0.00925025218791, 0.00766311132474, 0.00819340037162, 0.00849252171164, 0.0087665327885, 0.00928496247918
m__7, 0.00635600298241, 0.000445235812989, 1.95327213493e-05, 0.00551316440037, 0.0072019279073, 0.00549575097125, 0.00604502853084, 0.00635107449144, 0.00667932964464, 0.00719535221983
m__8, 0.004992927926, 0.000463339291622, 2.1862659486e-05, 0.00409991163627, 0.00582611454788, 0.00412327551272, 0.00466957838146, 0.00498331256551, 0.0053220812761, 0.00587144025631
m__9, 0.00425650957411, 0.000446044026504, 2.15843748837e-05, 0.00340880971545, 0.00508032563439, 0.00341910265855, 0.00395232265393, 0.00425397982846, 0.00456393287779, 0.00512853387344
m__10, 0.00402096756273, 0.000400054437673, 1.92548354636e-05, 0.00327177351134, 0.00478618649169, 0.00327177351134, 0.00373952566361, 0.00401767176303, 0.00429745072695, 0.00478781436173
m__11, 0.00417085714743, 0.000344671287412, 1.58663838226e-05, 0.00350498920838, 0.00482817533909, 0.00350498920838, 0.00393921629477, 0.00417813061198, 0.00440299369282, 0.00482917773092
m__12, 0.00460106920337, 0.000306947078178, 1.28452752701e-05, 0.00396994259428, 0.00514726916817, 0.00398866755275, 0.00440070865829, 0.0046035868677, 0.00481782474196, 0.00518199638851
m__13, 0.00521683022535, 0.000311063504543, 1.2048137919e-05, 0.00463196197899, 0.00583244425768, 0.00458902487051, 0.00501273010094, 0.0052320907381, 0.00543081128886, 0.00580232650163
m__14, 0.00593370232775, 0.000355967551698, 1.41435777169e-05, 0.00519247859606, 0.00658187302749, 0.00521331627118, 0.00569628897594, 0.00593339268929, 0.00618430981028, 0.00663628382695
m__15, 0.00667758324454, 0.000419326440259, 1.77229807537e-05, 0.00587509671131, 0.00748657063836, 0.00585123801425, 0.00638661655911, 0.00668880531609, 0.00697025314143, 0.00748047253903
m__16, 0.00738470632933, 0.000480470426428, 2.13729405427e-05, 0.00647378633734, 0.0083129227687, 0.00646637869311, 0.00704962784799, 0.00740079562871, 0.00771959668247, 0.00830981074197
m__17, 0.0080016405553, 0.00052683535112, 2.43475521721e-05, 0.00700228802593, 0.00902242907659, 0.00700228802593, 0.00763783935752, 0.00801753100908, 0.00836051489443, 0.00902329448781
m__18, 0.00848529051526, 0.000551868458592, 2.62977122648e-05, 0.00743328593289, 0.00955583297674, 0.00743475203863, 0.0080993321958, 0.00850489722105, 0.00886404476066, 0.00955913809899
m__19, 0.0088028964216, 0.000553185146245, 2.71020972441e-05, 0.00776600078296, 0.00989807737256, 0.0077470502155, 0.00840673962313, 0.00881214378259, 0.00918129098358, 0.00989259206785
m__20, 0.00893203410632, 0.000531836355487, 2.68075770073e-05, 0.00785354216295, 0.00992662481658, 0.00790308328041, 0.00854007942911, 0.00894210262042, 0.00928598998602, 0.00999703102958
m__21, 0.00886061502103, 0.000492295475827, 2.56132247323e-05, 0.00784833977758, 0.00980129909228, 0.00788331304237, 0.00851434521548, 0.008865284182, 0.00918536012522, 0.00985430330236
m__22, 0.00858688623695, 0.000442920055513, 2.38666577516e-05, 0.00770151259337, 0.00944846287162, 0.00770396718813, 0.00829106795922, 0.00858094588842, 0.00887070014757, 0.00947179718147
m__23, 0.00811943044488, 0.00039635394606, 2.20410886262e-05, 0.00730635805684, 0.00888969861895, 0.00733228226499, 0.00784968889487, 0.00810965092435, 0.00837963517923, 0.00892935650225
m__24, 0.00747716595525, 0.00036761098695, 2.06325981509e-05, 0.00679382859491, 0.00824684483547, 0.00675583444415, 0.00721658926796, 0.00747081063254, 0.00772337448079, 0.00822587179639
m__25, 0.00668934669807, 0.000365955884803, 1.99214359797e-05, 0.00600455444175, 0.00741860612278, 0.00600455444175, 0.00642616719419, 0.00667621506731, 0.00693917739125, 0.00741860612278
m__26, 0.00579556222297, 0.000385153494765, 1.9712689353e-05, 0.00503359188454, 0.00652479463192, 0.0050652645649, 0.00551822008819, 0.00578639302852, 0.00606017412696, 0.00657380016229
m__27, 0.00484573769917, 0.000406123365522, 1.93424913672e-05, 0.00406851427256, 0.00563240738837, 0.00407843736782, 0.00456210036039, 0.00483129650034, 0.00512460096563, 0.0056526746972
m__28, 0.0039001339155, 0.000408189599744, 1.79991649688e-05, 0.00314655327076, 0.00468863105818, 0.00312547134017, 0.00361896960843, 0.00389373369026, 0.00417880189708, 0.00468200628793
m__29, 0.00302934728041, 0.00037900527712, 1.53290894746e-05, 0.00226379187024, 0.0037146848348, 0.0022745405955, 0.00276601983777, 0.00303019270809, 0.00330255302213, 0.00374907546331
