Co_R0,Co_R0_std,Co_c1,Co_c2,Co_c_std1,Co_c_std2,Co_m1,Co_m2,Co_m_std1,Co_m_std2,Co_tau1,Co_tau2,Co_tau_std1,Co_tau_std2
4.119561837523600116e+04,2.489365600881724276e+02,4.657136323995106908e-01,5.949993481895479164e-01,3.919901467524242178e-02,9.640347580432967467e-02,1.433715695890613318e-01,5.330050260749460422e-01,1.160359971490343770e-02,2.527079728576396289e-01,1.301898700531941289e-01,3.055153384221967397e-06,1.341517864733020142e-02,1.792323584004155731e-06
